Sets,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,C_HLTH-LT_INC-ELC00,Commercial,Healthcare,Lights (Incandescent),Electricity,Commercial -:- Healthcare -:- Lights (Incandescent)  -:- Electricity,Healthcare Lighting Incandescent ELC,PJ,GW,,,
DMD,C_HLTH-LT_FLU-ELC00,Commercial,Healthcare,Lights (Fluorescent),Electricity,Commercial -:- Healthcare -:- Lights (Fluorescent)  -:- Electricity,Healthcare Lighting Fluorescent ELC,PJ,GW,,,
DMD,C_HLTH-LT_LED-ELC00,Commercial,Healthcare,Lights (LED),Electricity,Commercial -:- Healthcare -:- Lights (LED) -:- Electricity,Healthcare Lighting LED ELC,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-COA00,Commercial,Healthcare,Boiler,Coal,Commercial -:- Healthcare -:- Boiler -:- Coal,Healthcare Boiler Systems COA,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-DSL00,Commercial,Healthcare,Boiler,Diesel,Commercial -:- Healthcare -:- Boiler -:- Diesel,Healthcare Boiler Systems DSL,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-NGA00,Commercial,Healthcare,Boiler,Natural Gas,Commercial -:- Healthcare -:- Boiler -:- Natural Gas,Healthcare Boiler Systems NGA,PJ,GW,,,
DMD,C_HLTH-SH_AIRHP-ELC00,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_HLTH-SH_RH-ELC00,Commercial,Healthcare,Resistance Heater,Electricity,Commercial -:- Healthcare -:- Resistance Heater -:- Electricity,Healthcare Resistance Heater ELC,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-FOL00,Commercial,Healthcare,Boiler,Fuel Oil,Commercial -:- Healthcare -:- Boiler -:- Fuel Oil,Healthcare Boiler Systems FOL,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-COA00,Commercial,Healthcare,Boiler,Coal,Commercial -:- Healthcare -:- Boiler -:- Coal,Healthcare Boiler Systems COA,PJ,GW,,,
DMD,C_HLTH-WH_Cylinder-ELC00,Commercial,Healthcare,Hot Water Cylinder,Electricity,Commercial -:- Healthcare -:- Hot Water Cylinder -:- Electricity,Healthcare Hot Water Cylinder ELC,PJ,GW,,,
DMD,C_HLTH-WH_DirectH-GEO00,Commercial,Healthcare,Direct Heat,Geothermal,Commercial -:- Healthcare -:- Direct Heat -:- Geothermal,Healthcare Direct Heat GEO,PJ,GW,,,
DMD,C_HLTH-PH_RH-ELC00,Commercial,Healthcare,Resistance Heater,Electricity,Commercial -:- Healthcare -:- Resistance Heater -:- Electricity,Healthcare Resistance Heater ELC,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-COA00,Commercial,Healthcare,Boiler,Coal,Commercial -:- Healthcare -:- Boiler -:- Coal,Healthcare Boiler Systems COA,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-NGA00,Commercial,Healthcare,Boiler,Natural Gas,Commercial -:- Healthcare -:- Boiler -:- Natural Gas,Healthcare Boiler Systems NGA,PJ,GW,,,
DMD,C_HLTH-MPM_-DSL00,Commercial,Healthcare,Mobile Motor,Diesel,Commercial -:- Healthcare -:- Mobile Motor -:- Diesel,Healthcare Motive power - mobile DSL,PJ,GW,,,
DMD,C_HLTH-MPM_-PET00,Commercial,Healthcare,Mobile Motor,Petrol,Commercial -:- Healthcare -:- Mobile Motor -:- Petrol,Healthcare Motive power - mobile PET,PJ,GW,,,
DMD,C_HLTH-MPS_-ELC00,Commercial,Healthcare,Stationary Motor,Electricity,Commercial -:- Healthcare -:- Stationary Motor -:- Electricity,Healthcare Motive power Stationery ELC,PJ,GW,,,
DMD,C_HLTH-RF_Refriger-ELC00,Commercial,Healthcare,Refrigerator,Electricity,Commercial -:- Healthcare -:- Refrigerator -:- Electricity,Healthcare Refrigeration Systems ELC,PJ,GW,,,
DMD,C_HLTH-SC_AIRHP-ELC00,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Air Source (for Cooling) ELC,PJ,GW,,,
DMD,C_OFFC-OTH_EELC-ELC00,Commercial,Office Blocks,Electronics and Other Appliances,Electricity,Commercial -:- Office Blocks -:- Electronics and Other Appliances -:- Electricity,Office Blocks Electronics ELC,PJ,GW,,,
DMD,C_OFFC-LT_INC-ELC00,Commercial,Office Blocks,Lights (Incandescent),Electricity,Commercial -:- Office Blocks -:- Lights (Incandescent)  -:- Electricity,Office Blocks Lighting Incandescent ELC,PJ,GW,,,
DMD,C_OFFC-LT_FLU-ELC00,Commercial,Office Blocks,Lights (Fluorescent),Electricity,Commercial -:- Office Blocks -:- Lights (Fluorescent)  -:- Electricity,Office Blocks Lighting Fluorescent ELC,PJ,GW,,,
DMD,C_OFFC-LT_LED-ELC00,Commercial,Office Blocks,Lights (LED),Electricity,Commercial -:- Office Blocks -:- Lights (LED) -:- Electricity,Office Blocks Lighting LED ELC,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-COA00,Commercial,Office Blocks,Boiler,Coal,Commercial -:- Office Blocks -:- Boiler -:- Coal,Office Blocks Boiler Systems COA,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-DSL00,Commercial,Office Blocks,Boiler,Diesel,Commercial -:- Office Blocks -:- Boiler -:- Diesel,Office Blocks Boiler Systems DSL,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-FOL00,Commercial,Office Blocks,Boiler,Fuel Oil,Commercial -:- Office Blocks -:- Boiler -:- Fuel Oil,Office Blocks Boiler Systems FOL,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-NGA00,Commercial,Office Blocks,Boiler,Natural Gas,Commercial -:- Office Blocks -:- Boiler -:- Natural Gas,Office Blocks Boiler Systems NGA,PJ,GW,,,
DMD,C_OFFC-SH_Burner-NGA00,Commercial,Office Blocks,Burner,Natural Gas,Commercial -:- Office Blocks -:- Burner -:- Natural Gas,Office Blocks Burner (Direct Heat) NGA,PJ,GW,,,
DMD,C_OFFC-SH_AirHP-ELC00,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_OFFC-SH_RH-ELC00,Commercial,Office Blocks,Resistance Heater,Electricity,Commercial -:- Office Blocks -:- Resistance Heater -:- Electricity,Office Blocks Resistance Heater ELC,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-FOL00,Commercial,Office Blocks,Boiler,Fuel Oil,Commercial -:- Office Blocks -:- Boiler -:- Fuel Oil,Office Blocks Boiler Systems FOL,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-COA00,Commercial,Office Blocks,Boiler,Coal,Commercial -:- Office Blocks -:- Boiler -:- Coal,Office Blocks Boiler Systems COA,PJ,GW,,,
DMD,C_OFFC-WH_AirHP-ELC00,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump (for Heating) ELC,PJ,GW,,,
DMD,C_OFFC-WH_Cylinder-ELC00,Commercial,Office Blocks,Hot Water Cylinder,Electricity,Commercial -:- Office Blocks -:- Hot Water Cylinder -:- Electricity,Office Blocks Hot Water Cylinder ELC,PJ,GW,,,
DMD,C_OFFC-WH_Cylinder-NGA00,Commercial,Office Blocks,Hot Water Cylinder,Natural Gas,Commercial -:- Office Blocks -:- Hot Water Cylinder -:- Natural Gas,Office Blocks Hot Water Cylinder NGA,PJ,GW,,,
DMD,C_OFFC-MPM_-DSL00,Commercial,Office Blocks,Mobile Motor,Diesel,Commercial -:- Office Blocks -:- Mobile Motor -:- Diesel,Office Blocks Motive power - mobile DSL,PJ,GW,,,
DMD,C_OFFC-MPM_-PET00,Commercial,Office Blocks,Mobile Motor,Petrol,Commercial -:- Office Blocks -:- Mobile Motor -:- Petrol,Office Blocks Motive power - mobile PET,PJ,GW,,,
DMD,C_OFFC-MPM_-LPG00,Commercial,Office Blocks,Mobile Motor,LPG,Commercial -:- Office Blocks -:- Mobile Motor -:- LPG,Office Blocks Motive power - mobile LPG,PJ,GW,,,
DMD,C_OFFC-MPS_-ELC00,Commercial,Office Blocks,Stationary Motor,Electricity,Commercial -:- Office Blocks -:- Stationary Motor -:- Electricity,Office Blocks Motive power Stationery ELC,PJ,GW,,,
DMD,C_OFFC-SC_AIRHP-ELC00,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump Air Source (for Cooling) ELC,PJ,GW,,,
DMD,C_WSR-OTH_ELEC-ELC00,Commercial,Warehouses/Supermarkets/Retail,Electronics and Other Appliances,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Electronics and Other Appliances -:- Electricity,WSR Electronics ELC,PJ,GW,,,
DMD,C_WSR-CK_Elements-ELC00,Commercial,Warehouses/Supermarkets/Retail,Cooking Element,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Cooking Element -:- Electricity,WSR Cooking Elements ELC,PJ,GW,,,
DMD,C_WSR-CK_Ovens-ELC00,Commercial,Warehouses/Supermarkets/Retail,Oven,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Oven -:- Electricity,WSR Cooking Ovens ELC,PJ,GW,,,
DMD,C_WSR-CK_Ovens-LPG00,Commercial,Warehouses/Supermarkets/Retail,Oven,LPG,Commercial -:- Warehouses/Supermarkets/Retail -:- Oven -:- LPG,WSR Cooking Ovens LPG,PJ,GW,,,
DMD,C_WSR-CK_Ovens-NGA00,Commercial,Warehouses/Supermarkets/Retail,Oven,Natural Gas,Commercial -:- Warehouses/Supermarkets/Retail -:- Oven -:- Natural Gas,WSR Cooking Ovens NGA,PJ,GW,,,
DMD,C_WSR-LT_INC-ELC00,Commercial,Warehouses/Supermarkets/Retail,Lights (Incandescent),Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Lights (Incandescent)  -:- Electricity,WSR Lighting Incandescent ELC,PJ,GW,,,
DMD,C_WSR-LT_FLU-ELC00,Commercial,Warehouses/Supermarkets/Retail,Lights (Fluorescent),Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Lights (Fluorescent)  -:- Electricity,WSR Lighting Fluorescent ELC,PJ,GW,,,
DMD,C_WSR-LT_LED-ELC00,Commercial,Warehouses/Supermarkets/Retail,Lights (LED),Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Lights (LED) -:- Electricity,WSR Lighting LED ELC,PJ,GW,,,
DMD,C_WSR-SH_Boiler-COA00,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Commercial -:- Warehouses/Supermarkets/Retail -:- Boiler -:- Coal,WSR Boiler Systems COA,PJ,GW,,,
DMD,C_WSR-SH_Boiler-DSL00,Commercial,Warehouses/Supermarkets/Retail,Boiler,Diesel,Commercial -:- Warehouses/Supermarkets/Retail -:- Boiler -:- Diesel,WSR Boiler Systems DSL,PJ,GW,,,
DMD,C_WSR-SH_Boiler-FOL00,Commercial,Warehouses/Supermarkets/Retail,Boiler,Fuel Oil,Commercial -:- Warehouses/Supermarkets/Retail -:- Boiler -:- Fuel Oil,WSR Boiler Systems FOL,PJ,GW,,,
DMD,C_WSR-SH_Boiler-LPG00,Commercial,Warehouses/Supermarkets/Retail,Boiler,LPG,Commercial -:- Warehouses/Supermarkets/Retail -:- Boiler -:- LPG,WSR Boiler Systems LPG,PJ,GW,,,
DMD,C_WSR-SH_Boiler-NGA00,Commercial,Warehouses/Supermarkets/Retail,Boiler,Natural Gas,Commercial -:- Warehouses/Supermarkets/Retail -:- Boiler -:- Natural Gas,WSR Boiler Systems NGA,PJ,GW,,,
DMD,C_WSR-SH_HeatHD-COA00,Commercial,Warehouses/Supermarkets/Retail,Burner,Coal,Commercial -:- Warehouses/Supermarkets/Retail -:- Burner -:- Coal,WSR Burner (Direct Heat) COA,PJ,GW,,,
DMD,C_WSR-SH_HeatHD-FOL00,Commercial,Warehouses/Supermarkets/Retail,Burner,Fuel Oil,Commercial -:- Warehouses/Supermarkets/Retail -:- Burner -:- Fuel Oil,WSR Burner (Direct Heat) FOL,PJ,GW,,,
DMD,C_WSR-SH_HeatHD-LPG00,Commercial,Warehouses/Supermarkets/Retail,Burner,LPG,Commercial -:- Warehouses/Supermarkets/Retail -:- Burner -:- LPG,WSR Burner (Direct Heat) LPG,PJ,GW,,,
DMD,C_WSR-SH_HeatHD-NGA00,Commercial,Warehouses/Supermarkets/Retail,Burner,Natural Gas,Commercial -:- Warehouses/Supermarkets/Retail -:- Burner -:- Natural Gas,WSR Burner (Direct Heat) NGA,PJ,GW,,,
DMD,C_WSR-SH_AirHP-ELC00,Commercial,Warehouses/Supermarkets/Retail,Heat Pump,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Heat Pump -:- Electricity,WSR Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_WSR-SH_RH-ELC00,Commercial,Warehouses/Supermarkets/Retail,Resistance Heater,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Resistance Heater -:- Electricity,WSR Resistance Heater ELC,PJ,GW,,,
DMD,C_WSR-SH_DirectH-GEO00,Commercial,Warehouses/Supermarkets/Retail,Direct Heat,Geothermal,Commercial -:- Warehouses/Supermarkets/Retail -:- Direct Heat -:- Geothermal,WSR Direct Heat GEO,PJ,GW,,,
DMD,C_WSR-WH_Boiler-COA00,Commercial,Warehouses/Supermarkets/Retail,Boiler,Coal,Commercial -:- Warehouses/Supermarkets/Retail -:- Boiler -:- Coal,WSR Boiler Systems COA,PJ,GW,,,
DMD,C_WSR-WH_Cylinder-ELC00,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Hot Water Cylinder -:- Electricity,WSR Hot Water Cylinder ELC,PJ,GW,,,
DMD,C_WSR-WH_Cylinder-NGA00,Commercial,Warehouses/Supermarkets/Retail,Hot Water Cylinder,Natural Gas,Commercial -:- Warehouses/Supermarkets/Retail -:- Hot Water Cylinder -:- Natural Gas,WSR Hot Water Cylinder NGA,PJ,GW,,,
DMD,C_WSR-MPM_-DSL00,Commercial,Warehouses/Supermarkets/Retail,Mobile Motor,Diesel,Commercial -:- Warehouses/Supermarkets/Retail -:- Mobile Motor -:- Diesel,WSR Motive power - mobile DSL,PJ,GW,,,
DMD,C_WSR-MPM_-PET00,Commercial,Warehouses/Supermarkets/Retail,Mobile Motor,Petrol,Commercial -:- Warehouses/Supermarkets/Retail -:- Mobile Motor -:- Petrol,WSR Motive power - mobile PET,PJ,GW,,,
DMD,C_WSR-MPM_-LPG00,Commercial,Warehouses/Supermarkets/Retail,Mobile Motor,LPG,Commercial -:- Warehouses/Supermarkets/Retail -:- Mobile Motor -:- LPG,WSR Motive power - mobile LPG,PJ,GW,,,
DMD,C_WSR-MPS_-ELC00,Commercial,Warehouses/Supermarkets/Retail,Stationary Motor,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Stationary Motor -:- Electricity,WSR Motive power Stationery ELC,PJ,GW,,,
DMD,C_WSR-RF_Refriger-ELC00,Commercial,Warehouses/Supermarkets/Retail,Refrigerator,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Refrigerator -:- Electricity,WSR Refrigeration Systems ELC,PJ,GW,,,
DMD,C_WSR-SC_AIRHP-ELC00,Commercial,Warehouses/Supermarkets/Retail,Heat Pump,Electricity,Commercial -:- Warehouses/Supermarkets/Retail -:- Heat Pump -:- Electricity,WSR Heat Pump Air Source (for Cooling) ELC,PJ,GW,,,
DMD,C_OTH-OTH_ELEC-ELC00,Commercial,Other (Commercial),Electronics and Other Appliances,Electricity,Commercial -:- Other (Commercial) -:- Electronics and Other Appliances -:- Electricity,Other Electronics ELC,PJ,GW,,,
DMD,C_OTH-LT_INC-ELC00,Commercial,Other (Commercial),Lights (Incandescent),Electricity,Commercial -:- Other (Commercial) -:- Lights (Incandescent)  -:- Electricity,Other Lighting Incandescent ELC,PJ,GW,,,
DMD,C_OTH-LT_FLU-ELC00,Commercial,Other (Commercial),Lights (Fluorescent),Electricity,Commercial -:- Other (Commercial) -:- Lights (Fluorescent)  -:- Electricity,Other Lighting Fluorescent ELC,PJ,GW,,,
DMD,C_OTH-LT_LED-ELC00,Commercial,Other (Commercial),Lights (LED),Electricity,Commercial -:- Other (Commercial) -:- Lights (LED) -:- Electricity,Other Lighting LED ELC,PJ,GW,,,
DMD,C_OTH-SH_Boiler-COA00,Commercial,Other (Commercial),Boiler,Coal,Commercial -:- Other (Commercial) -:- Boiler -:- Coal,Other Boiler Systems COA,PJ,GW,,,
DMD,C_OTH-SH_Boiler-DSL00,Commercial,Other (Commercial),Boiler,Diesel,Commercial -:- Other (Commercial) -:- Boiler -:- Diesel,Other Boiler Systems DSL,PJ,GW,,,
DMD,C_OTH-SH_Boiler-FOL00,Commercial,Other (Commercial),Boiler,Fuel Oil,Commercial -:- Other (Commercial) -:- Boiler -:- Fuel Oil,Other Boiler Systems FOL,PJ,GW,,,
DMD,C_OTH-SH_Boiler-NGA00,Commercial,Other (Commercial),Boiler,Natural Gas,Commercial -:- Other (Commercial) -:- Boiler -:- Natural Gas,Other Boiler Systems NGA,PJ,GW,,,
DMD,C_OTH-SH_Burner-NGA00,Commercial,Other (Commercial),Burner,Natural Gas,Commercial -:- Other (Commercial) -:- Burner -:- Natural Gas,Other Burner (Direct Heat) NGA,PJ,GW,,,
DMD,C_OTH-SH_AirHP-ELC00,Commercial,Other (Commercial),Heat Pump,Electricity,Commercial -:- Other (Commercial) -:- Heat Pump -:- Electricity,Other Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_OTH-SH_RH-ELC00,Commercial,Other (Commercial),Resistance Heater,Electricity,Commercial -:- Other (Commercial) -:- Resistance Heater -:- Electricity,Other Resistance Heater ELC,PJ,GW,,,
DMD,C_OTH-WH_Boiler-FOL00,Commercial,Other (Commercial),Boiler,Fuel Oil,Commercial -:- Other (Commercial) -:- Boiler -:- Fuel Oil,Other Boiler Systems FOL,PJ,GW,,,
DMD,C_OTH-WH_Boiler-COA00,Commercial,Other (Commercial),Boiler,Coal,Commercial -:- Other (Commercial) -:- Boiler -:- Coal,Other Boiler Systems COA,PJ,GW,,,
DMD,C_OTH-WH_Cylinder-ELC00,Commercial,Other (Commercial),Hot Water Cylinder,Electricity,Commercial -:- Other (Commercial) -:- Hot Water Cylinder -:- Electricity,Other Hot Water Cylinder ELC,PJ,GW,,,
DMD,C_OTH-WH_Cylinder-NGA00,Commercial,Other (Commercial),Hot Water Cylinder,Natural Gas,Commercial -:- Other (Commercial) -:- Hot Water Cylinder -:- Natural Gas,Other Hot Water Cylinder NGA,PJ,GW,,,
DMD,C_OTH-WH_DirectH-GEO00,Commercial,Other (Commercial),Direct Heat,Geothermal,Commercial -:- Other (Commercial) -:- Direct Heat -:- Geothermal,Other Direct Heat GEO,PJ,GW,,,
DMD,C_OTH-MPM_-DSL00,Commercial,Other (Commercial),Mobile Motor,Diesel,Commercial -:- Other (Commercial) -:- Mobile Motor -:- Diesel,Other Motive power - mobile DSL,PJ,GW,,,
DMD,C_OTH-MPM_-PET00,Commercial,Other (Commercial),Mobile Motor,Petrol,Commercial -:- Other (Commercial) -:- Mobile Motor -:- Petrol,Other Motive power - mobile PET,PJ,GW,,,
DMD,C_OTH-MPM_-FOL00,Commercial,Other (Commercial),Mobile Motor,Fuel Oil,Commercial -:- Other (Commercial) -:- Mobile Motor -:- Fuel Oil,Other Motive power - mobile FOL,PJ,GW,,,
DMD,C_OTH-MPS_-ELC00,Commercial,Other (Commercial),Stationary Motor,Electricity,Commercial -:- Other (Commercial) -:- Stationary Motor -:- Electricity,Other Motive power Stationery ELC,PJ,GW,,,
DMD,C_OTH-SC_AIRHP-ELC00,Commercial,Other (Commercial),Heat Pump,Electricity,Commercial -:- Other (Commercial) -:- Heat Pump -:- Electricity,Other Heat Pump Air Source (for Cooling) ELC,PJ,GW,,,
