TechName,Comm-IN,Comm-OUT,PRC_RESID,*Delivered energy 2018,EFF,LIFE,INVCOST,FIXOM,CAP2ACT,ACT_BND,AFA
AINDC-SH-Boiler_DSL00,AGRDSL,AINDC-SH,0.0146478989585352,0.149073444387041,0.85,25,150,1.18421052631579,31.536,0.126712427728985,0.274307239312479
AINDC-LIG-LT_ELC00,AGRELC,AINDC-LIG,0.000144443050255218,0.004289371422,0.24,3.42465753424658,365.1304,0,31.536,0.00102944914128,0.225996460682432
AFORE-MoTP-Stat-Motor_ELC00,AGRELC,AFORE-MoTP-Stat,0.0084065672340608,0.0452641276265557,0.9,20,174.6612,0,31.536,0.0407377148639001,0.153663728399659
AFORE-MoTP-Stat-Motor_DSL00,AGRDSL,AFORE-MoTP-Stat,0.00264946105540992,0.0427970918502011,0.3,20,45,0,31.536,0.0128391275550603,0.153663728399659
AFORE-MoTP-Mob-GB-_DSL00,AGRDSL,AFORE-MoTP-Mob-GB,0.150084806307384,0.207563318219999,0.111111111111111,15,1273.661,50.9464270938242,1,0.0230625909133332,0.153663728399659
AFORE-MoTP-Mob-CY-_DSL00,AGRDSL,AFORE-MoTP-Mob-CY,0.150354471600976,0.207563318219999,0.111111111111111,15,805.5517,32.2220664607665,1,0.0230625909133332,0.153388127853881
AFORE-LIG-LT_ELC00,AGRELC,AFORE-LIG,0.000293286478927714,0.00870941619516304,0.24,3.42465753424658,365.1304,0,31.536,0.00209025988683913,0.225996460682432
AFISH-BOAT-Boat_DSL00,AGRDSL,AFISH-BOAT,0.00630360795717808,1.11481575829465,0.178316981132075,50,986.6756,0,31.536,0.198790580537568,1
AFISH-BOAT-Boat_FOL00,AGRFOL,AFISH-BOAT,0.00438914219346329,0.776235596488349,0.178316981132075,50,986.6756,0,31.536,0.138415988213058,1
AFISH-RFGR-RF_ELC00,AGRELC,AFISH-RFGR,0.00511755963844966,0.0546780398752872,2.95159375,15,1637.346,0,31.536,0.161387360758148,1
AFISH-LIG-LT_ELC00,AGRELC,AFISH-LIG,0.000276215096719338,0.00820246553987529,0.24,3.42465753424658,365.1304,0,31.536,0.00196859172957007,0.225996460682432
AOTH-ELC-_ELC00,AGRELC,AOTH-ELC,,0.011645478000001,1,,,,1,0.011645478000001,1
AOTH-FOL-_FOL00,AGRFOL,AOTH-FOL,,0.0159423255000001,1,,,,1,0.0159423255000001,1
AOTH-LPG-_LPG00,AGRLPG,AOTH-LPG,,0.0554279635,1,,,,1,0.0554279635,1
AOTH-PET-_PET00,AGRPET,AOTH-PET,,0.00694245250000014,1,,,,1,0.00694245250000014,1
