TimeSlice,Attribute,Cset_CN,*2015,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,CHMCL-MoTP-Stat,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-PH-REFRM,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-PH-DirH,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,REFI-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,REFI-MoTP-Stat,,0,0,0,0,0,0,0,0,0,0
,Demand,REFI-PH-STM_HW,,0,0,0,0,0,0,0,0,0,0
,Demand,UREA-FDSTCK,,0,0,0,0,0,0,0,0,0,0
,Demand,UREA-REFRM,,0,0,0,0,0,0,0,0,0,0
,Demand,WOOD-PH-STM_HW,,3.141947,3.53426231530094,3.97557228060152,4.47196485606617,4.81582269432314,5.18611391844106,5.62108971930587,6.09257089895068,6.60357905525122,7.15747151918049
,Demand,WOOD-Fan,,22.93062,25.7938282869802,29.0145695788964,32.6374419853079,35.1469544423629,37.849411642885,41.0240344351432,44.4649426932444,48.1944596051443,52.2367907465401
,Demand,WOOD-MoTP-Stat,,0.23846,0.268240350166987,0.301713077623722,0.339409112438012,0.365497085315251,0.393588112539217,0.426602309482846,0.462391822690011,0.501173850824815,0.543213858921162
,Demand,WOOD-Refin,,0.117601,0.1322739751693,0.148805205417607,0.167387756207675,0.180250742663657,0.194103189616253,0.210393088036117,0.22803444469526,0.247172058690745,0.26790246275395
,Demand,WOOD-Pump,,0.07474,0.0840553503390378,0.0945532192444301,0.106354271876009,0.114535369712625,0.123343926380368,0.133696997093962,0.144918856958347,0.157057772037456,0.17023440749112
,Demand,WOOD-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,WOOD-AIR,,0.059512,0.0669449667477697,0.0752949878345499,0.0847068613138686,0.0912227737226277,0.0982454793187348,0.106474835360908,0.1154040486618,0.125081385239254,0.135579244120032
,Demand,PLPPPR-PH-STM_HW,,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224
,Demand,PLPPPR-Refin,,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033
,Demand,PLPPPR-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,PLPPPR-Pump,,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
,Demand,PLPPPR-MoTP-Stat,,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
,Demand,PLPPPR-Fan,,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142
,Demand,PLPPPR-PH-DirH,,0,0,0,0,0,0,0,0,0,0
,Demand,PLPPPR-AIR,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
