Sets,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,DARY-PH-MVR_PRE-COA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Coal,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Coal,New Dairy - Process Heat: MVR Evaporation Preheat  - Coal,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-NGA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Natural Gas,New Dairy - Process Heat: MVR Evaporation Preheat  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-WOD-Boiler,Industry,Dairy Product Manufacturing,Boiler,Wood,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Wood,New Dairy - Process Heat: MVR Evaporation Preheat  - Wood,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-ELC-Boiler,Industry,Dairy Product Manufacturing,Boiler,Electricity,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Electricity,New Dairy - Process Heat: MVR Evaporation Preheat  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_PRE-ELC-Fan,Industry,Dairy Product Manufacturing,Fan,Electricity,Industry -:- Dairy Product Manufacturing -:- Fan -:- Electricity,New Dairy - Process Heat: MVR Evaporation Preheat  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-COA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Coal,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Coal,New Dairy - Process Heat: TVR Evaporation  - Coal,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-NGA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Natural Gas,New Dairy - Process Heat: TVR Evaporation  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-ELC-Fan,Industry,Dairy Product Manufacturing,Fan,Electricity,Industry -:- Dairy Product Manufacturing -:- Fan -:- Electricity,New Dairy - Process Heat: TVR Evaporation  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-WOD-Boiler,Industry,Dairy Product Manufacturing,Boiler,Wood,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Wood,New Dairy - Process Heat: TVR Evaporation  - Wood,PJ,GW,,,YES
DMD,DARY-PH-TVR_EVP-ELC-Boiler,Industry,Dairy Product Manufacturing,Boiler,Electricity,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Electricity,New Dairy - Process Heat: TVR Evaporation  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-WOD-Boiler,Industry,Dairy Product Manufacturing,Boiler,Wood,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Wood,New Dairy - Process Heat: TVR Drying  - Wood,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-ELC-Boiler,Industry,Dairy Product Manufacturing,Boiler,Electricity,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Electricity,New Dairy - Process Heat: TVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-ELC-HPmp,Industry,Dairy Product Manufacturing,Heat Pump,Electricity,Industry -:- Dairy Product Manufacturing -:- Heat Pump -:- Electricity,New Dairy - Process Heat: TVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-ELC-HRCVR,Industry,Dairy Product Manufacturing,Heat Recovery System (Heating),Electricity,Industry -:- Dairy Product Manufacturing -:- Heat Recovery System (Heating) -:- Electricity,New Dairy - Process Heat: TVR Drying  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-COA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Coal,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Coal,New Dairy - Process Heat: TVR Drying  - Coal,PJ,GW,,,YES
DMD,DARY-PH-TVR_DRY-NGA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Natural Gas,New Dairy - Process Heat: TVR Drying  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-COA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Coal,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Coal,New Dairy - Process Heat: MVR Evaporation TVR  - Coal,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-NGA-Boiler,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Natural Gas,New Dairy - Process Heat: MVR Evaporation TVR  - Natural Gas,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-WOD-Boiler,Industry,Dairy Product Manufacturing,Boiler,Wood,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Wood,New Dairy - Process Heat: MVR Evaporation TVR  - Wood,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-ELC-Boiler,Industry,Dairy Product Manufacturing,Boiler,Electricity,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Electricity,New Dairy - Process Heat: MVR Evaporation TVR  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_TVR-ELC-Fan,Industry,Dairy Product Manufacturing,Fan,Electricity,Industry -:- Dairy Product Manufacturing -:- Fan -:- Electricity,New Dairy - Process Heat: MVR Evaporation TVR  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-MVR_Fan-ELC-Fan,Industry,Dairy Product Manufacturing,Fan,Electricity,Industry -:- Dairy Product Manufacturing -:- Fan -:- Electricity,New Dairy - Process Heat: MVR Fan  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-DSL-Boiler,Industry,Dairy Product Manufacturing,Boiler,Diesel,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Diesel,New Dairy - Process Heat: Steam/Hot Water  - Diesel,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-GEO-Heat,Industry,Dairy Product Manufacturing,Heat Exchanger,Geothermal,Industry -:- Dairy Product Manufacturing -:- Heat Exchanger -:- Geothermal,New Dairy - Process Heat: Steam/Hot Water  - Geothermal,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-LPG-Boiler,Industry,Dairy Product Manufacturing,Boiler,LPG,Industry -:- Dairy Product Manufacturing -:- Boiler -:- LPG,New Dairy - Process Heat: Steam/Hot Water  - LPG,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-ELC-Boiler,Industry,Dairy Product Manufacturing,Boiler,Electricity,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Electricity,New Dairy - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-WOD-Boiler,Industry,Dairy Product Manufacturing,Boiler,Wood,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Wood,New Dairy - Process Heat: Steam/Hot Water  - Wood,PJ,GW,,,YES
DMD,DARY-PH-STM_HW-ELC-HPmp,Industry,Dairy Product Manufacturing,Heat Pump,Electricity,Industry -:- Dairy Product Manufacturing -:- Heat Pump -:- Electricity,New Dairy - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,DARY-Pump-ELC-Pump,Industry,Dairy Product Manufacturing,Pump,Electricity,Industry -:- Dairy Product Manufacturing -:- Pump -:- Electricity,New Dairy - Pumping  - Electricity,PJ,GW,,,YES
DMD,DARY-Pump-DSL-Pump,Industry,Dairy Product Manufacturing,Pump,Diesel,Industry -:- Dairy Product Manufacturing -:- Pump -:- Diesel,New Dairy - Pumping  - Diesel,PJ,GW,,,YES
DMD,DARY-RFGR-ELC-Refriger,Industry,Dairy Product Manufacturing,Refrigerator,Electricity,Industry -:- Dairy Product Manufacturing -:- Refrigerator -:- Electricity,New Dairy - Refrigeration  - Electricity,PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-PET-st_ngn,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Petrol,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Stationary Motor -:- Petrol,"New Food - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-DSL-st_ngn,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Diesel,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Stationary Motor -:- Diesel,"New Food - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-ELC-Motor,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Stationary Motor -:- Electricity,"New Food - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,FOOD-MoTP-Stat-ELC-VSD-Mtr,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor with VSD,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Stationary Motor with VSD -:- Electricity,"New Food - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,FOOD-PH-DirH-NGA-Burner,Industry,Other Food Processing (Non Dairy/Meat Processing),Burner,Natural Gas,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Burner -:- Natural Gas,New Food - Process Heat: Direct Heat  - Natural Gas,PJ,GW,,,YES
DMD,FOOD-PH-DirH-ELC-Heater,Industry,Other Food Processing (Non Dairy/Meat Processing),Heater,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Heater -:- Electricity,New Food - Process Heat: Direct Heat  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-OVN-NGA-Oven,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Natural Gas,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Oven -:- Natural Gas,New Food - Process Heat: Oven  - Natural Gas,PJ,GW,,,YES
DMD,FOOD-PH-OVN-ELC-Oven,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Oven -:- Electricity,New Food - Process Heat: Oven  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-OVN-COA-Oven,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Coal,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Oven -:- Coal,New Food - Process Heat: Oven  - Coal,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-WOD-Boiler,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Wood,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Wood,New Food - Process Heat: Steam/Hot Water  - Wood,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-BGS-Heat,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Biogas,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Biogas,New Food - Process Heat: Steam/Hot Water  - Biogas,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-ELC-HPmp,Industry,Other Food Processing (Non Dairy/Meat Processing),Heat Pump,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Heat Pump -:- Electricity,New Food - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-FOL-Heat,Industry,Other Food Processing (Non Dairy/Meat Processing),Heater,Fuel Oil,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Heater -:- Fuel Oil,New Food - Process Heat: Steam/Hot Water  - Fuel Oil,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-DSL-Boiler,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Diesel,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Diesel,New Food - Process Heat: Steam/Hot Water  - Diesel,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-LPG-Heat,Industry,Other Food Processing (Non Dairy/Meat Processing),Heater,LPG,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Heater -:- LPG,New Food - Process Heat: Steam/Hot Water  - LPG,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-COA-Boiler,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Coal,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Coal,New Food - Process Heat: Steam/Hot Water  - Coal,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-NGA-Boiler,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Natural Gas,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Natural Gas,New Food - Process Heat: Steam/Hot Water  - Natural Gas,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-ELC-Boiler,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Electricity,New Food - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-ELC-MWO,Industry,Other Food Processing (Non Dairy/Meat Processing),Microwave Oven,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Microwave Oven -:- Electricity,New Food - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,FOOD-PH-STM_HW-ELC-ELCTECH,Industry,Other Food Processing (Non Dairy/Meat Processing),Electrotech,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Electrotech -:- Electricity,New Food - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,FOOD-Pump-ELC-Pump,Industry,Other Food Processing (Non Dairy/Meat Processing),Pump,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Pump -:- Electricity,New Food - Pumping  - Electricity,PJ,GW,,,YES
DMD,FOOD-Pump-DSL-Pump,Industry,Other Food Processing (Non Dairy/Meat Processing),Pump,Diesel,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Pump -:- Diesel,New Food - Pumping  - Diesel,PJ,GW,,,YES
DMD,FOOD-RFGR-ELC-Refriger,Industry,Other Food Processing (Non Dairy/Meat Processing),Refrigerator,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Refrigerator -:- Electricity,New Food - Refrigeration  - Electricity,PJ,GW,,,YES
DMD,IIS-FDSTCK-COA-_,Industry,Iron/Steel,Feedstock,Coal,Industry -:- Iron/Steel -:- Feedstock -:- Coal,New Iron/Steel - Steel production (feedstock)  - Coal,PJ,GW,,,YES
DMD,IIS-MoTP-Stat-DSL-st_ngn,Industry,Iron/Steel,Stationary Motor,Diesel,Industry -:- Iron/Steel -:- Stationary Motor -:- Diesel,"New Iron/Steel - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,IIS-MoTP-Stat-ELC-Motor,Industry,Iron/Steel,Stationary Motor,Electricity,Industry -:- Iron/Steel -:- Stationary Motor -:- Electricity,"New Iron/Steel - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,IIS-MoTP-Stat-PET-st_ngn,Industry,Iron/Steel,Stationary Motor,Petrol,Industry -:- Iron/Steel -:- Stationary Motor -:- Petrol,"New Iron/Steel - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,IIS-MoTP-Stat-ELC-VSD-Mtr,Industry,Iron/Steel,Stationary Motor with VSD,Electricity,Industry -:- Iron/Steel -:- Stationary Motor with VSD -:- Electricity,"New Iron/Steel - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,IIS-PH-FURN-COA-Furn,Industry,Iron/Steel,Furnace,Coal,Industry -:- Iron/Steel -:- Furnace -:- Coal,New Iron/Steel - Process Heat: Furnace/Kiln  - Coal,PJ,GW,,,YES
DMD,IIS-PH-FURN-ELC-Furn,Industry,Iron/Steel,Furnace,Electricity,Industry -:- Iron/Steel -:- Furnace -:- Electricity,New Iron/Steel - Process Heat: Furnace/Kiln  - Electricity,PJ,GW,,,YES
DMD,IIS-PH-FURN-NGA-Furn,Industry,Iron/Steel,Furnace,Natural Gas,Industry -:- Iron/Steel -:- Furnace -:- Natural Gas,New Iron/Steel - Process Heat: Furnace/Kiln  - Natural Gas,PJ,GW,,,YES
DMD,IIS-PH-FURN-WOD-Furn,Industry,Iron/Steel,Furnace,Wood,Industry -:- Iron/Steel -:- Furnace -:- Wood,New Iron/Steel - Process Heat: Furnace/Kiln  - Wood,PJ,GW,,,YES
DMD,IIS-PH-FURN-LPG-Furn,Industry,Iron/Steel,Furnace,LPG,Industry -:- Iron/Steel -:- Furnace -:- LPG,New Iron/Steel - Process Heat: Furnace/Kiln  - LPG,PJ,GW,,,YES
DMD,MEAT-MoTP-Stat-DSL-st_ngn,Industry,Meat Processing,Stationary Motor,Diesel,Industry -:- Meat Processing -:- Stationary Motor -:- Diesel,"New Meat - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,MEAT-MoTP-Stat-ELC-Motor,Industry,Meat Processing,Stationary Motor,Electricity,Industry -:- Meat Processing -:- Stationary Motor -:- Electricity,"New Meat - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,MEAT-MoTP-Stat-PET-st_ngn,Industry,Meat Processing,Stationary Motor,Petrol,Industry -:- Meat Processing -:- Stationary Motor -:- Petrol,"New Meat - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,MEAT-MoTP-Stat-ELC-VSD-Mtr,Industry,Meat Processing,Stationary Motor with VSD,Electricity,Industry -:- Meat Processing -:- Stationary Motor with VSD -:- Electricity,"New Meat - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,MEAT-PH-STM_HW-NGA-Boiler,Industry,Meat Processing,Heater,Natural Gas,Industry -:- Meat Processing -:- Heater -:- Natural Gas,New Meat - Process Heat: Steam/Hot Water  - Natural Gas,PJ,GW,,,YES
DMD,MEAT-PH-STM_HW-COA-Boiler,Industry,Meat Processing,Boiler,Coal,Industry -:- Meat Processing -:- Boiler -:- Coal,New Meat - Process Heat: Steam/Hot Water  - Coal,PJ,GW,,,YES
DMD,MEAT-PH-STM_HW-ELC-HPmp,Industry,Meat Processing,Heat Pump,Electricity,Industry -:- Meat Processing -:- Heat Pump -:- Electricity,New Meat - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,MEAT-PH-STM_HW-DSL-Boiler,Industry,Meat Processing,Boiler,Diesel,Industry -:- Meat Processing -:- Boiler -:- Diesel,New Meat - Process Heat: Steam/Hot Water  - Diesel,PJ,GW,,,YES
DMD,MEAT-PH-STM_HW-WOD-Boiler,Industry,Meat Processing,Boiler,Wood,Industry -:- Meat Processing -:- Boiler -:- Wood,New Meat - Process Heat: Steam/Hot Water  - Wood,PJ,GW,,,YES
DMD,MEAT-PH-STM_HW-ELC-ELCTECH,Industry,Meat Processing,Electrotech,Electricity,Industry -:- Meat Processing -:- Electrotech -:- Electricity,New Meat - Process Heat: Steam/Hot Water  - Electricity,PJ,GW,,,YES
DMD,MEAT-PH-DirH-NGA-Burner,Industry,Meat Processing,Burner,Natural Gas,Industry -:- Meat Processing -:- Burner -:- Natural Gas,New Meat - Process Heat: Direct Heat  - Natural Gas,PJ,GW,,,YES
DMD,MEAT-PH-DirH-ELC-Heater,Industry,Meat Processing,Heater,Electricity,Industry -:- Meat Processing -:- Heater -:- Electricity,New Meat - Process Heat: Direct Heat  - Electricity,PJ,GW,,,YES
DMD,MEAT-RFGR-ELC-Refriger,Industry,Meat Processing,Refrigerator,Electricity,Industry -:- Meat Processing -:- Refrigerator -:- Electricity,New Meat - Refrigeration  - Electricity,PJ,GW,,,YES
DMD,METAL-MoTP-Stat-DSL-st_ngn,Industry,Meat Processing,Stationary Motor,Diesel,Industry -:- Meat Processing -:- Stationary Motor -:- Diesel,"New Metal product manufacturing - Motive Power, Stationary  - Diesel",PJ,GW,,,YES
DMD,METAL-MoTP-Stat-ELC-Motor,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Stationary Motor,Electricity,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Stationary Motor -:- Electricity","New Metal product manufacturing - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,METAL-MoTP-Stat-PET-st_ngn,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Stationary Motor,Petrol,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Stationary Motor -:- Petrol","New Metal product manufacturing - Motive Power, Stationary  - Petrol",PJ,GW,,,YES
DMD,METAL-MoTP-Stat-ELC-VSD-Mtr,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Stationary Motor with VSD,Electricity,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Stationary Motor with VSD -:- Electricity","New Metal product manufacturing - Motive Power, Stationary  - Electricity",PJ,GW,,,YES
DMD,METAL-PH-FURN-ELC-Furn,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Electricity,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Electricity",New Metal product manufacturing - Process Heat: Furnace/Kiln  - Electricity,PJ,GW,,,YES
DMD,METAL-PH-FURN-COA-Furn,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Coal,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Coal",New Metal product manufacturing - Process Heat: Furnace/Kiln  - Coal,PJ,GW,,,YES
DMD,METAL-PH-FURN-NGA-Furn,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Natural Gas,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Natural Gas",New Metal product manufacturing - Process Heat: Furnace/Kiln  - Natural Gas,PJ,GW,,,YES
DMD,METAL-PH-FURN-WOD-Furn,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Wood,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Wood",New Metal product manufacturing - Process Heat: Furnace/Kiln  - Wood,PJ,GW,,,YES
