TimeSlice,Attribute,Cset_CN,*2015,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,MTHOL-PH_REFRM,,0,0,0,0,0,0,0,0,0,0
,Demand,MNRL-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,MNRL-MoTP-Stat,,0,0,0,0,0,0,0,0,0,0
,Demand,MNRL-PH-STM_HW,,0,0,0,0,0,0,0,0,0,0
,Demand,MNNG-MoTP-Mob,,0,0,0,0,0,0,0,0,0,0
,Demand,MNNG-MoTP-Stat,,0,0,0,0,0,0,0,0,0,0
,Demand,MNNG-PH-STM_HW,,0,0,0,0,0,0,0,0,0,0
,Demand,OTH-ELC,,1.3938,1.4361,1.4796,1.5244,1.6416,1.7678,1.9318,2.1109,2.3066,2.5205
,Demand,OTH-DSL,,1.3781,1.3781,1.3781,1.3781,1.3781,1.3781,1.3781,1.3781,1.3781,1.3781
,Demand,OTH-LPG,,0.9058,0.9058,0.9058,0.9058,0.9058,0.9058,0.9058,0.9058,0.9058,0.9058
,Demand,OTH-COA,,0.3422,0.3422,0.3422,0.3422,0.3422,0.3422,0.3422,0.3422,0.3422,0.3422
,Demand,OTH-NGA,,0,0,0,0,0,0,0,0,0,0
,Demand,OTH-PET,,0.0171,0.0171,0.0182,0.0187,0.0202,0.0217,0.0237,0.0259,0.0283,0.0309
,Demand,OTH-BGS,,0.0136,0.014,0.0144,0.0148,0.016,0.0172,0.0188,0.0205,0.0224,0.0245
,Demand,OTH-FOL,,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028
,Demand,CHMCL-PH-STM_HW,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-MoTP-Stat,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-PH-REFRM,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-PH-DirH,,0,0,0,0,0,0,0,0,0,0
,Demand,CHMCL-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,REFI-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,REFI-MoTP-Stat,,0,0,0,0,0,0,0,0,0,0
,Demand,REFI-PH-STM_HW,,0,0,0,0,0,0,0,0,0,0
,Demand,UREA-FDSTCK,,0,0,0,0,0,0,0,0,0,0
,Demand,UREA-REFRM,,0,0,0,0,0,0,0,0,0,0
,Demand,WOOD-PH-STM_HW,,3.141947,3.40547509917579,3.69111681836056,4.00070749848622,4.30832854444104,4.63958520044594,5.06981597353555,5.53990945637818,6.05360347745713,6.61494921614652
,Demand,WOOD-Fan,,22.93062,24.8539376079228,26.9385613653557,29.1980541173053,31.4431152299062,33.8607768184641,37.0005995706874,40.431540827031,44.1806538779797,48.2773811984592
,Demand,WOOD-MoTP-Stat,,0.23846,0.25846641028236,0.280138010322842,0.303643732415747,0.326980522214351,0.352127300880478,0.384779500050602,0.420448347333266,0.459447574132173,0.502042645481227
,Demand,WOOD-Refin,,0.117601,0.127471471783296,0.138162471783296,0.149746399548533,0.161257927765237,0.173662383747178,0.189759216704289,0.207352306997743,0.226586453724605,0.247582322799097
,Demand,WOOD-Pump,,0.07474,0.0809904552793026,0.0877959702938328,0.0951565450435906,0.102468853729416,0.110360355182435,0.120592760736196,0.131766354536648,0.143977668711656,0.157323235389086
,Demand,WOOD-PH-FURN,,0.0632665805604886,0.0685724378180684,0.0743108377868638,0.0805394528283705,0.0867392316891294,0.0934003894418517,0.102080079846914,0.111538347132165,0.121890536020595,0.133165482692952
,Demand,WOOD-AIR,,0.059512,0.0645075328467153,0.0699133268450933,0.0757776480129765,0.0816178361719384,0.0878924184914842,0.0960252424979724,0.104930322789943,0.114680058394161,0.125298582319546
,Demand,PLPPPR-PH-STM_HW,,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224
,Demand,PLPPPR-Refin,,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033
,Demand,PLPPPR-PH-FURN,,0,0,0,0,0,0,0,0,0,0
,Demand,PLPPPR-Pump,,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
,Demand,PLPPPR-MoTP-Stat,,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
,Demand,PLPPPR-Fan,,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142
,Demand,PLPPPR-PH-DirH,,0,0,0,0,0,0,0,0,0,0
,Demand,PLPPPR-AIR,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
