Sets,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,R_DDW-CK_Appl-NGA00,Residential,Detached Dwellings,Cooking Element,Natural Gas,Residential -:- Detached Dwellings -:- Cooking Element -:- Natural Gas,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_DDW-CK_Appl-LPG00,Residential,Detached Dwellings,Cooking Element,LPG,Residential -:- Detached Dwellings -:- Cooking Element -:- LPG,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_DDW-RF_Refriger-ELC00,Residential,Detached Dwellings,Refrigerator,Electricity,Residential -:- Detached Dwellings -:- Refrigerator -:- Electricity,Detached dwellings - Heat/Cooling Devices - Refrigeration systems,PJ,GW,,,
DMD,R_DDW-CD_Dryer-ELC00,Residential,Detached Dwellings,Clothes Dryer,Electricity,Residential -:- Detached Dwellings -:- Clothes Dryer -:- Electricity,Detached dwellings - Heat/Cooling Devices - Clothes Dryer,PJ,GW,,,
DMD,R_DDW-SC_HP-ELC00,Residential,Detached Dwellings,Heat Pump,Electricity,Residential -:- Detached Dwellings -:- Heat Pump -:- Electricity,Detached dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),PJ,GW,,,
DMD,R_DDW-CW_Washer-ELC00,Residential,Detached Dwellings,Clothes Washer,Electricity,Residential -:- Detached Dwellings -:- Clothes Washer -:- Electricity,Detached dwellings - Heat/Cooling Devices - Clothes Washers,PJ,GW,,,
DMD,R_DDW-DW_Dwash-ELC00,Residential,Detached Dwellings,Dishwasher,Electricity,Residential -:- Detached Dwellings -:- Dishwasher -:- Electricity,Detached dwellings - Heat/Cooling Devices - Dishwashers,PJ,GW,,,
DMD,R_DDW-LT_LED-ELC00,Residential,Detached Dwellings,Lights (LED),Electricity,Residential -:- Detached Dwellings -:- Lights (LED) -:- Electricity,Detached dwellings - Electronics and Lights - LED,PJ,GW,,,
DMD,R_DDW-LT_Incan-ELC00,Residential,Detached Dwellings,Lights (Incandescent),Electricity,Residential -:- Detached Dwellings -:- Lights (Incandescent)  -:- Electricity,Detached dwellings - Electronics and Lights - Incandescent,PJ,GW,,,
DMD,R_DDW-LT_CFL-ELC00,Residential,Detached Dwellings,Lights (Fluorescent),Electricity,Residential -:- Detached Dwellings -:- Lights (Fluorescent)  -:- Electricity,Detached dwellings - Electronics and Lights - Fluorescent,PJ,GW,,,
DMD,R_DDW-OTH_Elec-ELC00,Residential,Detached Dwellings,Electronics and Other Appliances,Electricity,Residential -:- Detached Dwellings -:- Electronics and Other Appliances -:- Electricity,Detached dwellings - Electronics and Lights - Electronics,PJ,GW,,,
DMD,R_DDW-MPS_Motor-ELC00,Residential,Detached Dwellings,Stationary Motor,Electricity,Residential -:- Detached Dwellings -:- Stationary Motor -:- Electricity,Detached dwellings - Stationary Motors - Electric Motor,PJ,GW,,,
DMD,R_DDW-MPM_ICE-PET00,Residential,Detached Dwellings,Mobile Motor,Petrol,Residential -:- Detached Dwellings -:- Mobile Motor -:- Petrol,Detached dwellings - Stationary Motors - Internal Combustion (Domestic Use),PJ,GW,,,
DMD,R_DDW-UNAL_OTH-GEO00,Residential,Detached Dwellings,Other,Geothermal,Residential -:- Detached Dwellings -:- Other -:- Geothermal,Detached dwellings - Unallocated - Unallocated,PJ,GW,,,
DMD,R_JDW-SH_Burner-NGA00,Residential,Joined Dwellings,Burner,Natural Gas,Residential -:- Joined Dwellings -:- Burner -:- Natural Gas,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_Burner-LPG00,Residential,Joined Dwellings,Burner,LPG,Residential -:- Joined Dwellings -:- Burner -:- LPG,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_Burner-DSL00,Residential,Joined Dwellings,Burner,Diesel,Residential -:- Joined Dwellings -:- Burner -:- Diesel,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_HP-ELC00,Residential,Joined Dwellings,Heat Pump,Electricity,Residential -:- Joined Dwellings -:- Heat Pump -:- Electricity,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Heating),PJ,GW,,,
DMD,R_JDW-SH_RH-ELC00,Residential,Joined Dwellings,Resistance Heater,Electricity,Residential -:- Joined Dwellings -:- Resistance Heater -:- Electricity,Joined dwellings - Heat/Cooling Devices - Resistance Heater,PJ,GW,,,
DMD,R_JDW-WH_HWC-SOL00,Residential,Joined Dwellings,Hot Water Cylinder,Solar,Residential -:- Joined Dwellings -:- Hot Water Cylinder -:- Solar,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_JDW-WH_HWC-ELC00,Residential,Joined Dwellings,Hot Water Cylinder,Electricity,Residential -:- Joined Dwellings -:- Hot Water Cylinder -:- Electricity,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_JDW-WH_Gasheat-NGA00,Residential,Joined Dwellings,Gas Heater,Natural Gas,Residential -:- Joined Dwellings -:- Gas Heater -:- Natural Gas,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_JDW-WH_Gasheat-LPG00,Residential,Joined Dwellings,Gas Heater,LPG,Residential -:- Joined Dwellings -:- Gas Heater -:- LPG,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_JDW-CK_Appl-ELC00,Residential,Joined Dwellings,Cooking Element,Electricity,Residential -:- Joined Dwellings -:- Cooking Element -:- Electricity,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_JDW-CK_Appl-NGA00,Residential,Joined Dwellings,Cooking Element,Natural Gas,Residential -:- Joined Dwellings -:- Cooking Element -:- Natural Gas,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_JDW-CK_Appl-LPG00,Residential,Joined Dwellings,Cooking Element,LPG,Residential -:- Joined Dwellings -:- Cooking Element -:- LPG,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,PJ,GW,,,
DMD,R_JDW-RF_Refriger-ELC00,Residential,Joined Dwellings,Refrigerator,Electricity,Residential -:- Joined Dwellings -:- Refrigerator -:- Electricity,Joined dwellings - Heat/Cooling Devices - Refrigeration systems,PJ,GW,,,
DMD,R_JDW-CD_Dryer-ELC00,Residential,Joined Dwellings,Clothes Dryer,Electricity,Residential -:- Joined Dwellings -:- Clothes Dryer -:- Electricity,Joined dwellings - Heat/Cooling Devices - Clothes Dryer,PJ,GW,,,
DMD,R_JDW-SC_HP-ELC00,Residential,Joined Dwellings,Heat Pump,Electricity,Residential -:- Joined Dwellings -:- Heat Pump -:- Electricity,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),PJ,GW,,,
DMD,R_JDW-CW_Washer-ELC00,Residential,Joined Dwellings,Clothes Washer,Electricity,Residential -:- Joined Dwellings -:- Clothes Washer -:- Electricity,Joined dwellings - Heat/Cooling Devices - Clothes Washers,PJ,GW,,,
DMD,R_JDW-DW_Dwash-ELC00,Residential,Joined Dwellings,Dishwasher,Electricity,Residential -:- Joined Dwellings -:- Dishwasher -:- Electricity,Joined dwellings - Heat/Cooling Devices - Dishwashers,PJ,GW,,,
DMD,R_JDW-LT_LED-ELC00,Residential,Joined Dwellings,Lights (LED),Electricity,Residential -:- Joined Dwellings -:- Lights (LED) -:- Electricity,Joined dwellings - Electronics and Lights - LED,PJ,GW,,,
DMD,R_JDW-LT_Incan-ELC00,Residential,Joined Dwellings,Lights (Incandescent),Electricity,Residential -:- Joined Dwellings -:- Lights (Incandescent)  -:- Electricity,Joined dwellings - Electronics and Lights - Incandescent,PJ,GW,,,
DMD,R_JDW-LT_CFL-ELC00,Residential,Joined Dwellings,Lights (Fluorescent),Electricity,Residential -:- Joined Dwellings -:- Lights (Fluorescent)  -:- Electricity,Joined dwellings - Electronics and Lights - Fluorescent,PJ,GW,,,
DMD,R_JDW-OTH_Elec-ELC00,Residential,Joined Dwellings,Electronics and Other Appliances,Electricity,Residential -:- Joined Dwellings -:- Electronics and Other Appliances -:- Electricity,Joined dwellings - Electronics and Lights - Electronics,PJ,GW,,,
DMD,R_JDW-MPS_Motor-ELC00,Residential,Joined Dwellings,Stationary Motor,Electricity,Residential -:- Joined Dwellings -:- Stationary Motor -:- Electricity,Joined dwellings - Stationary Motors - Electric Motor,PJ,GW,,,
DMD,R_JDW-MPM_ICE-PET00,Residential,Joined Dwellings,Mobile Motor,Petrol,Residential -:- Joined Dwellings -:- Mobile Motor -:- Petrol,Joined dwellings - Stationary Motors - Internal Combustion (Domestic Use),PJ,GW,,,
DMD,R_JDW-UNAL_OTH-GEO00,Residential,Joined Dwellings,Other,Geothermal,Residential -:- Joined Dwellings -:- Other -:- Geothermal,Joined dwellings - Unallocated - Unallocated,PJ,GW,,,
