TechName,Comm-IN,Comm-OUT,PRC_RESID,*Delivered energy 2018,EFF,LIFE,INVCOST,FIXOM,CAP2ACT,ACT_BND,AFA
AINDC-SH-Boiler_COA00,AGRCOA,AINDC-SH,0.0640434042365723,0.788797791726367,0.702348402591253,25,600,11.25,31.536,0.554010868986522,0.274307239312479
AINDC-SH-Boiler_DSL00,AGRDSL,AINDC-SH,0.00856235561168153,0.0871401316129587,0.85,25,150,1.18421052631579,31.536,0.0740691118710149,0.274307239312479
AINDC-SH-Boiler_NGA00,AGRNGA,AINDC-SH,0.136643990495812,1.35867367291676,0.87,25,100,4.41,31.536,1.18204609543758,0.274307239312479
AINDC-SH-DH_GEO00,AGRGEO,AINDC-SH,0.0147247287737238,0.464359046608153,1,100,,,31.536,0.464359046608153,1
AINDC-LIG-LT_ELC00,AGRELC,AINDC-LIG,0.000260159331412058,0.007725674578,0.24,3.42465753424658,365.1304348,,31.536,0.00185416189872,0.225996460682432
AFORE-MoTP-Stat-Motor_ELC00,AGRELC,AFORE-MoTP-Stat,0.0238759036270712,0.128556867373444,0.9,20,174.6612218,,31.536,0.1157011806361,0.153663728399659
AFORE-MoTP-Stat-Motor_DSL00,AGRDSL,AFORE-MoTP-Stat,0.00752486419978215,0.121550118149799,0.3,20,45,,31.536,0.0364650354449397,0.153663728399659
AFORE-MoTP-Mob-GB-_DSL00,AGRDSL,AFORE-MoTP-Mob-GB,0.42626321440265,0.589510753242609,0.111111111111111,15,1273.660677,50.9464270938242,1,0.0655011948047343,0.153663728399659
AFORE-MoTP-Mob-CY-_DSL00,AGRDSL,AFORE-MoTP-Mob-CY,0.42702910401991,0.589510753242609,0.111111111111111,15,805.5516615,32.2220664607665,1,0.0655011948047343,0.153388127853881
AFORE-LIG-LT_ELC00,AGRELC,AFORE-LIG,0.000832977303462141,0.024736039804837,0.24,3.42465753424658,365.1304348,,31.536,0.00593664955316087,0.225996460682432
AFISH-BOAT-Boat_DSL00,AGRDSL,AFISH-BOAT,0.00291579689667229,0.515669177156774,0.178316981132075,50,986.6756032,,31.536,0.0919525709334574,1
AFISH-BOAT-Boat_FOL00,AGRFOL,AFISH-BOAT,0.00203024161300838,0.359055537511651,0.178316981132075,50,986.6756032,,31.536,0.0640256995078323,1
AFISH-RFGR-RF_ELC00,AGRELC,AFISH-RFGR,0.00236717838636127,0.0252918741247128,2.95159375,15,1637.345771,,31.536,0.0746513375922891,1
AFISH-LIG-LT_ELC00,AGRELC,AFISH-LIG,0.000127766055138497,0.00379413246012471,0.24,3.42465753424658,365.1304348,,31.536,0.000910591790429931,0.225996460682432
AOTH-ELC-_ELC00,AGRELC,AOTH-ELC,,0.011645478000001,1,,,,1,0.011645478000001,1
AOTH-NGA-_NGA00,AGRNGA,AOTH-NGA,,0.000620971999999886,1,,,,1,0.000620971999999886,1
AOTH-FOL-_FOL00,AGRFOL,AOTH-FOL,,0.0159423255000001,1,,,,1,0.0159423255000001,1
AOTH-LPG-_LPG00,AGRLPG,AOTH-LPG,,0.0554279635,1,,,,1,0.0554279635,1
AOTH-PET-_PET00,AGRPET,AOTH-PET,,0.00694245250000014,1,,,,1,0.00694245250000014,1
