Sets,Region,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,,ADCF-MoTP-Mob-Trac--H2R,Agriculture,Dairy Cattle Farming,Tractor (Agricultural),Green Hydrogen,Agriculture -:- Dairy Cattle Farming -:- Tractor (Agricultural) -:- Green Hydrogen,Dairy Cattle Farming-Hydrogen Tractor,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-MTr--DSL,Agriculture,Dairy Cattle Farming,Truck (Agricultural),Diesel,Agriculture -:- Dairy Cattle Farming -:- Truck (Agricultural) -:- Diesel,Dairy Cattle Farming-Medium Truck,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-MTr--ELC,Agriculture,Dairy Cattle Farming,Truck (Agricultural),Electricity,Agriculture -:- Dairy Cattle Farming -:- Truck (Agricultural) -:- Electricity,Dairy Cattle Farming-Electric Medium Truck,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-MTr--H2R,Agriculture,Dairy Cattle Farming,Truck (Agricultural),Green Hydrogen,Agriculture -:- Dairy Cattle Farming -:- Truck (Agricultural) -:- Green Hydrogen,Dairy Cattle Farming-Hydrogen Medium Truck,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-Uti--DSL,Agriculture,Dairy Cattle Farming,Utility Vehicle (Agricultural),Diesel,Agriculture -:- Dairy Cattle Farming -:- Utility Vehicle (Agricultural) -:- Diesel,Dairy Cattle Farming-Utility,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-Uti--ELC,Agriculture,Dairy Cattle Farming,Utility Vehicle (Agricultural),Electricity,Agriculture -:- Dairy Cattle Farming -:- Utility Vehicle (Agricultural) -:- Electricity,Dairy Cattle Farming-Electric Utility,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-Uti--H2R,Agriculture,Dairy Cattle Farming,Utility Vehicle (Agricultural),Green Hydrogen,Agriculture -:- Dairy Cattle Farming -:- Utility Vehicle (Agricultural) -:- Green Hydrogen,Dairy Cattle Farming-Hydrogen Utility,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-Bike--PET,Agriculture,Dairy Cattle Farming,Farm Bike,Petrol,Agriculture -:- Dairy Cattle Farming -:- Farm Bike -:- Petrol,Dairy Cattle Farming-Motorbike/side by side,PJ,GW,,,
DMD,,ADCF-MoTP-Mob-Bike--ELC,Agriculture,Dairy Cattle Farming,Farm Bike,Electricity,Agriculture -:- Dairy Cattle Farming -:- Farm Bike -:- Electricity,Dairy Cattle Farming-Electric Motorbike,PJ,GW,,,
DMD,,ADCF-PUMP--ELC,Agriculture,Dairy Cattle Farming,Transfer Pump,Electricity,Agriculture -:- Dairy Cattle Farming -:- Transfer Pump -:- Electricity,Dairy Cattle Farming-Transfer Pumps etc,PJ,GW,,,
DMD,,ADCF-RFGR--ELC,Agriculture,Dairy Cattle Farming,Refrigerator,Electricity,Agriculture -:- Dairy Cattle Farming -:- Refrigerator -:- Electricity,Dairy Cattle Farming-Refrigeration,PJ,GW,,,
DMD,,ADCF-RFGR-HRECSys-ELC,Agriculture,Dairy Cattle Farming,Heat Recovery System (Heating),Electricity,Agriculture -:- Dairy Cattle Farming -:- Heat Recovery System (Heating) -:- Electricity,Dairy Cattle Farming-Heat Recovery System,PJ,GW,,,
DMD,,ADCF-LIG--ELC,Agriculture,Dairy Cattle Farming,Lights (General),Electricity,Agriculture -:- Dairy Cattle Farming -:- Lights (General) -:- Electricity,Dairy Cattle Farming-LED,PJ,GW,,,
DMD,,ALIVE-IRG-Irg-ELC,Agriculture,Livestock Farming,Irrigator,Electricity,Agriculture -:- Livestock Farming -:- Irrigator -:- Electricity,Livestock Farming-Irrigation,PJ,GW,,,
DMD,,ALIVE-IRG-IrgVSD-ELC,Agriculture,Livestock Farming,Irrigator with VSD,Electricity,Agriculture -:- Livestock Farming -:- Irrigator with VSD -:- Electricity,Livestock Farming-Irrigation with VSD,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Trac--DSL,Agriculture,Livestock Farming,Tractor (Agricultural),Diesel,Agriculture -:- Livestock Farming -:- Tractor (Agricultural) -:- Diesel,Livestock Farming-Tractor,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Trac--ELC,Agriculture,Livestock Farming,Tractor (Agricultural),Electricity,Agriculture -:- Livestock Farming -:- Tractor (Agricultural) -:- Electricity,Livestock Farming-Electric Tractor,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Trac--H2R,Agriculture,Livestock Farming,Tractor (Agricultural),Green Hydrogen,Agriculture -:- Livestock Farming -:- Tractor (Agricultural) -:- Green Hydrogen,Livestock Farming-Hydrogen Tractor,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-MTr--DSL,Agriculture,Livestock Farming,Truck (Agricultural),Diesel,Agriculture -:- Livestock Farming -:- Truck (Agricultural) -:- Diesel,Livestock Farming-Medium Truck,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-MTr--ELC,Agriculture,Livestock Farming,Truck (Agricultural),Electricity,Agriculture -:- Livestock Farming -:- Truck (Agricultural) -:- Electricity,Livestock Farming-Electric Medium Truck,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-MTr--H2R,Agriculture,Livestock Farming,Truck (Agricultural),Green Hydrogen,Agriculture -:- Livestock Farming -:- Truck (Agricultural) -:- Green Hydrogen,Livestock Farming-Hydrogen Medium Truck,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Uti--DSL,Agriculture,Livestock Farming,Utility Vehicle (Agricultural),Diesel,Agriculture -:- Livestock Farming -:- Utility Vehicle (Agricultural) -:- Diesel,Livestock Farming-Utility,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Uti--ELC,Agriculture,Livestock Farming,Utility Vehicle (Agricultural),Electricity,Agriculture -:- Livestock Farming -:- Utility Vehicle (Agricultural) -:- Electricity,Livestock Farming-Electric Utility,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Uti--H2R,Agriculture,Livestock Farming,Utility Vehicle (Agricultural),Green Hydrogen,Agriculture -:- Livestock Farming -:- Utility Vehicle (Agricultural) -:- Green Hydrogen,Livestock Farming-Hydrogen Utility,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Bike--PET,Agriculture,Livestock Farming,Farm Bike,Petrol,Agriculture -:- Livestock Farming -:- Farm Bike -:- Petrol,Livestock Farming-Motorbike/side by side,PJ,GW,,,
DMD,,ALIVE-MoTP-Mob-Bike--ELC,Agriculture,Livestock Farming,Farm Bike,Electricity,Agriculture -:- Livestock Farming -:- Farm Bike -:- Electricity,Livestock Farming-Electric Motorbike/side by side,PJ,GW,,,
DMD,,ALIVE-LIG--ELC,Agriculture,Livestock Farming,Lights (General),Electricity,Agriculture -:- Livestock Farming -:- Lights (General) -:- Electricity,Livestock Farming-LED,PJ,GW,,,
DMD,,AHORT-IRG-Irg-ELC,Agriculture,Forestry,Irrigator,Electricity,Agriculture -:- Forestry -:- Irrigator -:- Electricity,Horticulture (Outdoor)-Irrigation,PJ,GW,,,
DMD,,AHORT-IRG-IrgVSD-ELC,Agriculture,Outdoor Horticulture/Arable Farming,Irrigator with VSD,Electricity,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Irrigator with VSD -:- Electricity,Horticulture (Outdoor)-Irrigation with VSD,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Trac--DSL,Agriculture,Outdoor Horticulture/Arable Farming,Tractor (Agricultural),Diesel,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Tractor (Agricultural) -:- Diesel,Horticulture (Outdoor)-Tractor,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Trac--ELC,Agriculture,Outdoor Horticulture/Arable Farming,Tractor (Agricultural),Electricity,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Tractor (Agricultural) -:- Electricity,Horticulture (Outdoor)-Electric Tractor,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Trac--H2R,Agriculture,Outdoor Horticulture/Arable Farming,Tractor (Agricultural),Green Hydrogen,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Tractor (Agricultural) -:- Green Hydrogen,Horticulture (Outdoor)-Hydrogen Tractor,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-MTr--DSL,Agriculture,Outdoor Horticulture/Arable Farming,Truck (Agricultural),Diesel,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Truck (Agricultural) -:- Diesel,Horticulture (Outdoor)-Medium Truck,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-MTr--ELC,Agriculture,Outdoor Horticulture/Arable Farming,Truck (Agricultural),Electricity,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Truck (Agricultural) -:- Electricity,Horticulture (Outdoor)-Electric Medium Truck,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-MTr--H2R,Agriculture,Outdoor Horticulture/Arable Farming,Truck (Agricultural),Green Hydrogen,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Truck (Agricultural) -:- Green Hydrogen,Horticulture (Outdoor)-Hydrogen Medium Truck,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Uti--DSL,Agriculture,Outdoor Horticulture/Arable Farming,Utility Vehicle (Agricultural),Diesel,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Utility Vehicle (Agricultural) -:- Diesel,Horticulture (Outdoor)-Utility,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Uti--ELC,Agriculture,Outdoor Horticulture/Arable Farming,Utility Vehicle (Agricultural),Electricity,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Utility Vehicle (Agricultural) -:- Electricity,Horticulture (Outdoor)-Electric Utility,PJ,GW,,,
DMD,,AHORT-MoTP-Mob-Uti--H2R,Agriculture,Outdoor Horticulture/Arable Farming,Utility Vehicle (Agricultural),Green Hydrogen,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Utility Vehicle (Agricultural) -:- Green Hydrogen,Horticulture (Outdoor)-Hydrogen Utility,PJ,GW,,,
DMD,,AHORT-MoTP-Stat-Motor-ELC,Agriculture,Outdoor Horticulture/Arable Farming,Stationary Motor,Electricity,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Stationary Motor -:- Electricity,Horticulture (Outdoor)-Frost Protection windmills,PJ,GW,,,
DMD,,AHORT-LIG--ELC,Agriculture,Outdoor Horticulture/Arable Farming,Lights (General),Electricity,Agriculture -:- Outdoor Horticulture/Arable Farming -:- Lights (General) -:- Electricity,Horticulture (Outdoor)-LED,PJ,GW,,,
DMD,,AINDC-SH-Boiler-WOD,Agriculture,Indoor Cropping,Boiler,Wood,Agriculture -:- Indoor Cropping -:- Boiler -:- Wood,Indoor Cropping-Boiler,PJ,GW,,,
DMD,,AINDC-SH-Boiler-NGA,Agriculture,Indoor Cropping,Boiler,Natural Gas,Agriculture -:- Indoor Cropping -:- Boiler -:- Natural Gas,Indoor Cropping-Boiler,PJ,GW,,,
DMD,,AINDC-SH-Boiler-ELC,Agriculture,Indoor Cropping,Boiler,Electricity,Agriculture -:- Indoor Cropping -:- Boiler -:- Electricity,Indoor Cropping-Boiler,PJ,GW,,,
DMD,,AINDC-SH-Boiler-H2R,Agriculture,Indoor Cropping,Boiler,Green Hydrogen,Agriculture -:- Indoor Cropping -:- Boiler -:- Green Hydrogen,Indoor Cropping-Boiler,PJ,GW,,,
DMD,,AINDC-SH-HP-ELC,Agriculture,Indoor Cropping,Heat Pump,Electricity,Agriculture -:- Indoor Cropping -:- Heat Pump -:- Electricity,Indoor Cropping-High Temperature Heat Pump,PJ,GW,,,
DMD,,AINDC-LIG--ELC,Agriculture,Indoor Cropping,Lights (General),Electricity,Agriculture -:- Indoor Cropping -:- Lights (General) -:- Electricity,Indoor Cropping-LED,PJ,GW,,,
\I:,,AINDC-SH-ThScrn-ELC,Agriculture,Indoor Cropping,Thermal Screen,Electricity,Agriculture -:- Indoor Cropping -:- Thermal Screen -:- Electricity,Indoor Cropping-Thermal Screens,PJ,GW,,,
\I:,,AINDC-SH-Dehumid-ELC,Agriculture,Indoor Cropping,Dehumidifier,Electricity,Agriculture -:- Indoor Cropping -:- Dehumidifier -:- Electricity,Indoor Cropping-Dehumidifiers,PJ,GW,,,
DMD,,AFORE-MoTP-Stat--ELC,Agriculture,Forestry,Stationary Motor,Electricity,Agriculture -:- Forestry -:- Stationary Motor -:- Electricity,Forestry and Logging-Motive Power Stationery,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-GB--DSL,Agriculture,Forestry,Skidder (Forestry),Diesel,Agriculture -:- Forestry -:- Skidder (Forestry) -:- Diesel,Forestry and Logging-Ground Based,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-GB--ELC,Agriculture,Forestry,Skidder (Forestry),Electricity,Agriculture -:- Forestry -:- Skidder (Forestry) -:- Electricity,Forestry and Logging-Electric Ground Based,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-GB--H2R,Agriculture,Forestry,Skidder (Forestry),Green Hydrogen,Agriculture -:- Forestry -:- Skidder (Forestry) -:- Green Hydrogen,Forestry and Logging-Hydrogen Ground Based,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-CY--DSL,Agriculture,Forestry,Cable Yarder (Forestry),Diesel,Agriculture -:- Forestry -:- Cable Yarder (Forestry) -:- Diesel,Forestry and Logging-Cable Yarding,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-CY--ELC,Agriculture,Forestry,Cable Yarder (Forestry),Electricity,Agriculture -:- Forestry -:- Cable Yarder (Forestry) -:- Electricity,Forestry and Logging-Electric Cable Yarding,PJ,GW,,,
DMD,,AFORE-MoTP-Mob-CY--H2R,Agriculture,Forestry,Cable Yarder (Forestry),Green Hydrogen,Agriculture -:- Forestry -:- Cable Yarder (Forestry) -:- Green Hydrogen,Forestry and Logging-Hydrogen Cable Yarding,PJ,GW,,,
DMD,,AFORE-LIG--ELC,Agriculture,Forestry,Lights (General),Electricity,Agriculture -:- Forestry -:- Lights (General) -:- Electricity,Forestry and Logging-LED,PJ,GW,,,
DMD,,AFISH-BOAT-Boat-DSL,Agriculture,Fishing,Fishing Boat,Diesel,Agriculture -:- Fishing -:- Fishing Boat -:- Diesel,"Fishing, Hunting and Trapping-Boat",PJ,GW,,,
\I:,,AFISH-BOAT-Boat-FOL,Agriculture,Fishing,Fishing Boat,Fuel Oil,Agriculture -:- Fishing -:- Fishing Boat -:- Fuel Oil,"Fishing, Hunting and Trapping-Boat",PJ,GW,,,
DMD,,AFISH-BOAT-HYBBOAT-DSL,Agriculture,Fishing,Fishing Boat (Hybrid),Diesel,Agriculture -:- Fishing -:- Fishing Boat (Hybrid) -:- Diesel,"Fishing, Hunting and Trapping-Hybrid Boat",PJ,GW,,,
\I:,,AFISH-BOAT--ELC,,,,,,"/I: Fishing, Hunting and Trapping-Hybrid Electric Boat",PJ,GW,,,
\I:,,AFISH-BOAT--H2R,,,,,,"/I: Fishing, Hunting and Trapping-Hydrogen Boat",PJ,GW,,,
DMD,,AFISH-RFGR-RF-ELC,Agriculture,Fishing,Refrigerator,Electricity,Agriculture -:- Fishing -:- Refrigerator -:- Electricity,"Fishing, Hunting and Trapping-Refrigeration",PJ,GW,,,
DMD,,AFISH-LIG--ELC,Agriculture,Fishing,Lights (General),Electricity,Agriculture -:- Fishing -:- Lights (General) -:- Electricity,"Fishing, Hunting and Trapping-LED",PJ,GW,,,
