Sets,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,T_P_McyICEPET,Transport,Road Transport,Internal Combustion Engine,Petrol,Transport -:- Road Transport -:- Internal Combustion Engine -:- Petrol,Motorcycles - Petrol motorcycles - Motorcycles - New,BVkm,000vehicles,,,YES
DMD,T_P_McyBEVELC,Transport,Road Transport,Battery Electric Vehicle,Electricity,Transport -:- Road Transport -:- Battery Electric Vehicle -:- Electricity,Motorcycles - Electric motorcycles - Motorcycles - New,BVkm,000vehicles,,,YES
DMD,T_F_MTrICEDSL,Transport,Road Transport,Internal Combustion Engine,Diesel,Transport -:- Road Transport -:- Internal Combustion Engine -:- Diesel,Medium trucks - Diesel Medium Truck - Medium Truck - New,BVkm,000vehicles,,,YES
DMD,T_F_MTrBEVELC,Transport,Road Transport,Battery Electric Vehicle,Electricity,Transport -:- Road Transport -:- Battery Electric Vehicle -:- Electricity,Medium trucks - Electric Medium Truck - Medium Truck - New,BVkm,000vehicles,,,YES
DMD,T_F_MTrFCH2R,Transport,Road Transport,Hydrogen Fuel Cell,Hydrogen,Transport -:- Road Transport -:- Hydrogen Fuel Cell -:- Hydrogen,Medium trucks - Hydrogen Fuel Cell Medium Truck - Medium Truck - New,BVkm,000vehicles,,,YES
DMD,T_F_HTrICEDSL,Transport,Road Transport,Internal Combustion Engine,Diesel,Transport -:- Road Transport -:- Internal Combustion Engine -:- Diesel,Heavy Trucks - Diesel Heavy Truck - Heavy Truck - New,BVkm,000vehicles,,,YES
DMD,T_F_HTrBEVELC,Transport,Road Transport,Battery Electric Vehicle,Electricity,Transport -:- Road Transport -:- Battery Electric Vehicle -:- Electricity,Heavy Trucks - Electric Heavy Truck - Heavy Truck - New,BVkm,000vehicles,,,YES
DMD,T_F_HTrFCH2R,Transport,Road Transport,Hydrogen Fuel Cell,Hydrogen,Transport -:- Road Transport -:- Hydrogen Fuel Cell -:- Hydrogen,Heavy Trucks - Hydrogen Fuel Cell Heavy Truck - Heavy Truck - New,BVkm,000vehicles,,,YES
DMD,T_F_VHTICEDSL,Transport,Road Transport,Internal Combustion Engine,Diesel,Transport -:- Road Transport -:- Internal Combustion Engine -:- Diesel,#REF!,BVkm,000Vehicles,,,YES
DMD,T_F_VHTBEVELC,Transport,Road Transport,Battery Electric Vehicle,Electricity,Transport -:- Road Transport -:- Battery Electric Vehicle -:- Electricity,#REF!,BVkm,000Vehicles,,,YES
DMD,T_F_VHTFCH2R,Transport,Road Transport,Hydrogen Fuel Cell,Hydrogen,Transport -:- Road Transport -:- Hydrogen Fuel Cell -:- Hydrogen,#REF!,BVkm,000Vehicles,,,YES
DMD,T_P_BusICEDSL,Transport,Road Transport,Internal Combustion Engine,Diesel,Transport -:- Road Transport -:- Internal Combustion Engine -:- Diesel,Bus - Diesel Bus - Bus - New,BVkm,000vehicles,,,YES
DMD,T_P_BusBEVELC,Transport,Road Transport,Battery Electric Vehicle,Electricity,Transport -:- Road Transport -:- Battery Electric Vehicle -:- Electricity,Bus - Electric Bus - Bus - New,BVkm,000vehicles,,,YES
DMD,T_P_BusFCH2R,Transport,Road Transport,Hydrogen Fuel Cell,Hydrogen,Transport -:- Road Transport -:- Hydrogen Fuel Cell -:- Hydrogen,Bus - Hydrogen Fuel cell Bus - Bus - New,BVkm,000vehicles,,,YES
