TimeSlice,Attribute,Cset_CN,Cset_SET,Year,NI,SI
\I:,COM_FR,R*SC,DEM,2020,0.007125,0.007125
\I:,COM_FR,R*SC,DEM,2020,0.005878125,0.005878125
\I:,COM_FR,R*SC,DEM,2020,0.146128125,0.146128125
\I:,COM_FR,R*SC,DEM,2020,0.017875,0.017875
\I:,COM_FR,R*SC,DEM,2020,0.014746875,0.014746875
\I:,COM_FR,R*SC,DEM,2020,0.058246875,0.058246875
\I:,COM_FR,R*SC,DEM,2020,0.007125,0.007125
\I:,COM_FR,R*SC,DEM,2020,0.005878125,0.005878125
\I:,COM_FR,R*SC,DEM,2020,0.146128125,0.146128125
\I:,COM_FR,R*SC,DEM,2020,0.017875,0.017875
\I:,COM_FR,R*SC,DEM,2020,0.014746875,0.014746875
\I:,COM_FR,R*SC,DEM,2020,0.058246875,0.058246875
\I:,COM_FR,R*SC,DEM,2020,0.007125,0.007125
\I:,COM_FR,R*SC,DEM,2020,0.005878125,0.005878125
\I:,COM_FR,R*WH,DEM,2020,0.102935544114872,0.102935544114872
\I:,COM_FR,R*WH,DEM,2020,0.0485672292022989,0.0485672292022989
\I:,COM_FR,R*WH,DEM,2020,0.0103879906904917,0.0103879906904917
\I:,COM_FR,R*WH,DEM,2020,0.0410302518499841,0.0410302518499841
\I:,COM_FR,R*WH,DEM,2020,0.019358965486231,0.019358965486231
\I:,COM_FR,R*WH,DEM,2020,0.0041406676178883,0.0041406676178883
\I:,COM_FR,R*WH,DEM,2020,0.112621088110774,0.112621088110774
\I:,COM_FR,R*WH,DEM,2020,0.0531370795804436,0.0531370795804436
\I:,COM_FR,R*WH,DEM,2020,0.0113654309102616,0.0113654309102616
\I:,COM_FR,R*WH,DEM,2020,0.0448909232329657,0.0448909232329657
\I:,COM_FR,R*WH,DEM,2020,0.0211805142383586,0.0211805142383586
\I:,COM_FR,R*WH,DEM,2020,0.00453027665653782,0.00453027665653782
\I:,COM_FR,R*WH,DEM,2020,0.122531500272983,0.122531500272983
\I:,COM_FR,R*WH,DEM,2020,0.0578130276517353,0.0578130276517353
\I:,COM_FR,R*WH,DEM,2020,0.0123655642477323,0.0123655642477323
\I:,COM_FR,R*WH,DEM,2020,0.0488412273815388,0.0488412273815388
\I:,COM_FR,R*WH,DEM,2020,0.023044353679363,0.023044353679363
\I:,COM_FR,R*WH,DEM,2020,0.00492893120364153,0.00492893120364153
\I:,COM_FR,R*WH,DEM,2020,0.116532700834704,0.116532700834704
\I:,COM_FR,R*WH,DEM,2020,0.0549826635655222,0.0549826635655222
\I:,COM_FR,R*WH,DEM,2020,0.0117601808181811,0.0117601808181811
\I:,COM_FR,R*WH,DEM,2020,0.0464500975355114,0.0464500975355114
\I:,COM_FR,R*WH,DEM,2020,0.0219161665960473,0.0219161665960473
\I:,COM_FR,R*WH,DEM,2020,0.00468762452193234,0.00468762452193234
\I:,COM_FR,R*CK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,R*CK,DEM,2020,0.03575,0.03575
\I:,COM_FR,R*CK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,R*CK,DEM,2020,0.051775,0.051775
\I:,COM_FR,R*CK,DEM,2020,0.01425,0.01425
\I:,COM_FR,R*CK,DEM,2020,0.005225,0.005225
\I:,COM_FR,R*CK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,R*CK,DEM,2020,0.03575,0.03575
\I:,COM_FR,R*CK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,R*CK,DEM,2020,0.051775,0.051775
\I:,COM_FR,R*CK,DEM,2020,0.01425,0.01425
\I:,COM_FR,R*CK,DEM,2020,0.005225,0.005225
\I:,COM_FR,R*CK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,R*CK,DEM,2020,0.03575,0.03575
\I:,COM_FR,R*CK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,R*CK,DEM,2020,0.051775,0.051775
\I:,COM_FR,R*CK,DEM,2020,0.01425,0.01425
\I:,COM_FR,R*CK,DEM,2020,0.005225,0.005225
\I:,COM_FR,R*CK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,R*CK,DEM,2020,0.03575,0.03575
\I:,COM_FR,R*CK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,R*CK,DEM,2020,0.051775,0.051775
\I:,COM_FR,R*CK,DEM,2020,0.01425,0.01425
\I:,COM_FR,R*CK,DEM,2020,0.005225,0.005225
\I:,COM_FR,R*LT,DEM,2020,0.0226440342723529,0.0226440342723529
\I:,COM_FR,R*LT,DEM,2020,0.0997168481718293,0.0997168481718293
\I:,COM_FR,R*LT,DEM,2020,0.00228517777060442,0.00228517777060442
\I:,COM_FR,R*LT,DEM,2020,0.00902594373093787,0.00902594373093787
\I:,COM_FR,R*LT,DEM,2020,0.0397472751454145,0.0397472751454145
\I:,COM_FR,R*LT,DEM,2020,0.000910875055415748,0.000910875055415748
\I:,COM_FR,R*LT,DEM,2020,0.0368422184382045,0.0368422184382045
\I:,COM_FR,R*LT,DEM,2020,0.162240961929708,0.162240961929708
\I:,COM_FR,R*LT,DEM,2020,0.00371802204422247,0.00371802204422247
\I:,COM_FR,R*LT,DEM,2020,0.0146853597970465,0.0146853597970465
\I:,COM_FR,R*LT,DEM,2020,0.0646694743356178,0.0646694743356178
\I:,COM_FR,R*LT,DEM,2020,0.00148200878685791,0.00148200878685791
\I:,COM_FR,R*LT,DEM,2020,0.0421844094791158,0.0421844094791158
\I:,COM_FR,R*LT,DEM,2020,0.18576620688051,0.18576620688051
\I:,COM_FR,R*LT,DEM,2020,0.00425714224101168,0.00425714224101168
\I:,COM_FR,R*LT,DEM,2020,0.0168147646175496,0.0168147646175496
\I:,COM_FR,R*LT,DEM,2020,0.074046669875448,0.074046669875448
\I:,COM_FR,R*LT,DEM,2020,0.00169690285131235,0.00169690285131235
\I:,COM_FR,R*LT,DEM,2020,0.0282210044769936,0.0282210044769936
\I:,COM_FR,R*LT,DEM,2020,0.124275983017953,0.124275983017953
\I:,COM_FR,R*LT,DEM,2020,0.00284799127749476,0.00284799127749476
\I:,COM_FR,R*LT,DEM,2020,0.011248931854466,0.011248931854466
\I:,COM_FR,R*LT,DEM,2020,0.0495365806435198,0.0495365806435198
\I:,COM_FR,R*LT,DEM,2020,0.001135213306414,0.001135213306414
\I:,COM_FR,R*RF,DEM,2020,0.113655208333333,0.113655208333333
\I:,COM_FR,R*RF,DEM,2020,0.053625,0.053625
\I:,COM_FR,R*RF,DEM,2020,0.0114697916666667,0.0114697916666667
\I:,COM_FR,R*RF,DEM,2020,0.045303125,0.045303125
\I:,COM_FR,R*RF,DEM,2020,0.021375,0.021375
\I:,COM_FR,R*RF,DEM,2020,0.004571875,0.004571875
\I:,COM_FR,R*RF,DEM,2020,0.113655208333333,0.113655208333333
\I:,COM_FR,R*RF,DEM,2020,0.053625,0.053625
\I:,COM_FR,R*RF,DEM,2020,0.0114697916666667,0.0114697916666667
\I:,COM_FR,R*RF,DEM,2020,0.045303125,0.045303125
\I:,COM_FR,R*RF,DEM,2020,0.021375,0.021375
\I:,COM_FR,R*RF,DEM,2020,0.004571875,0.004571875
\I:,COM_FR,R*RF,DEM,2020,0.113655208333333,0.113655208333333
\I:,COM_FR,R*RF,DEM,2020,0.053625,0.053625
\I:,COM_FR,R*RF,DEM,2020,0.0114697916666667,0.0114697916666667
\I:,COM_FR,R*RF,DEM,2020,0.045303125,0.045303125
\I:,COM_FR,R*RF,DEM,2020,0.021375,0.021375
\I:,COM_FR,R*RF,DEM,2020,0.004571875,0.004571875
\I:,COM_FR,R*RF,DEM,2020,0.113655208333333,0.113655208333333
\I:,COM_FR,R*RF,DEM,2020,0.053625,0.053625
\I:,COM_FR,R*RF,DEM,2020,0.0114697916666667,0.0114697916666667
\I:,COM_FR,R*RF,DEM,2020,0.045303125,0.045303125
\I:,COM_FR,R*RF,DEM,2020,0.021375,0.021375
\I:,COM_FR,R*RF,DEM,2020,0.004571875,0.004571875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.096971875,0.096971875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0715,0.0715
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.010278125,0.010278125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.038653125,0.038653125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0285,0.0285
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.004096875,0.004096875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.096971875,0.096971875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0715,0.0715
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.010278125,0.010278125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.038653125,0.038653125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0285,0.0285
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.004096875,0.004096875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.096971875,0.096971875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0715,0.0715
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.010278125,0.010278125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.038653125,0.038653125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0285,0.0285
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.004096875,0.004096875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.096971875,0.096971875
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0715,0.0715
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.010278125,0.010278125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.038653125,0.038653125
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.0285,0.0285
\I:,COM_FR,"R*,-*SH,-*WH,-*RF,-*CK,-*SC,-*LT",DEM,2020,0.004096875,0.004096875
\I:,COM_FR,CH,DEM,2020,0.0482180345260119,0.0482180345260119
\I:,COM_FR,CH,DEM,2020,0.013271018676884,0.013271018676884
\I:,COM_FR,CH,DEM,2020,0.00486604018152414,0.00486604018152414
\I:,COM_FR,CH,DEM,2020,0.0192197759998789,0.0192197759998789
\I:,COM_FR,CH,DEM,2020,0.00528984660547125,0.00528984660547125
\I:,COM_FR,CH,DEM,2020,0.00193961042200613,0.00193961042200613
\I:,COM_FR,CH,DEM,2020,0.122012655447164,0.122012655447164
\I:,COM_FR,CH,DEM,2020,0.0335814648019716,0.0335814648019716
\I:,COM_FR,CH,DEM,2020,0.0123132037607229,0.0123132037607229
\I:,COM_FR,CH,DEM,2020,0.04863441510831,0.04863441510831
\I:,COM_FR,CH,DEM,2020,0.0133856188371495,0.0133856188371495
\I:,COM_FR,CH,DEM,2020,0.00490806024028816,0.00490806024028816
\I:,COM_FR,CH,DEM,2020,0.157598421571184,0.157598421571184
\I:,COM_FR,CH,DEM,2020,0.0758134562299343,0.0758134562299343
\I:,COM_FR,CH,DEM,2020,0.0384054033485542,0.0384054033485542
\I:,COM_FR,CH,DEM,2020,0.0628189512556468,0.0628189512556468
\I:,COM_FR,CH,DEM,2020,0.0302193496860577,0.0302193496860577
\I:,COM_FR,CH,DEM,2020,0.0153084474885845,0.0153084474885845
\I:,COM_FR,CH,DEM,2020,0.151815419058062,0.151815419058062
\I:,COM_FR,CH,DEM,2020,0.0417840602912098,0.0417840602912098
\I:,COM_FR,CH,DEM,2020,0.0153208221067769,0.0153208221067769
\I:,COM_FR,CH,DEM,2020,0.060513838365801,0.060513838365801
\I:,COM_FR,CH,DEM,2020,0.0166551848713214,0.0166551848713214
\I:,COM_FR,CH,DEM,2020,0.00610690111948451,0.00610690111948451
\I:,COM_FR,CCL,DEM,2020,0.1454578125,0.1454578125
\I:,COM_FR,CCL,DEM,2020,0.017875,0.017875
\I:,COM_FR,CCL,DEM,2020,0.0154171875,0.0154171875
\I:,COM_FR,CCL,DEM,2020,0.0579796875,0.0579796875
\I:,COM_FR,CCL,DEM,2020,0.007125,0.007125
\I:,COM_FR,CCL,DEM,2020,0.0061453125,0.0061453125
\I:,COM_FR,CCL,DEM,2020,0.1454578125,0.1454578125
\I:,COM_FR,CCL,DEM,2020,0.017875,0.017875
\I:,COM_FR,CCL,DEM,2020,0.0154171875,0.0154171875
\I:,COM_FR,CCL,DEM,2020,0.0579796875,0.0579796875
\I:,COM_FR,CCL,DEM,2020,0.007125,0.007125
\I:,COM_FR,CCL,DEM,2020,0.0061453125,0.0061453125
\I:,COM_FR,CCL,DEM,2020,0.1454578125,0.1454578125
\I:,COM_FR,CCL,DEM,2020,0.017875,0.017875
\I:,COM_FR,CCL,DEM,2020,0.0154171875,0.0154171875
\I:,COM_FR,CCL,DEM,2020,0.0579796875,0.0579796875
\I:,COM_FR,CCL,DEM,2020,0.007125,0.007125
\I:,COM_FR,CCL,DEM,2020,0.0061453125,0.0061453125
\I:,COM_FR,CCL,DEM,2020,0.1454578125,0.1454578125
\I:,COM_FR,CCL,DEM,2020,0.017875,0.017875
\I:,COM_FR,CCL,DEM,2020,0.0154171875,0.0154171875
\I:,COM_FR,CCL,DEM,2020,0.0579796875,0.0579796875
\I:,COM_FR,CCL,DEM,2020,0.007125,0.007125
\I:,COM_FR,CCL,DEM,2020,0.0061453125,0.0061453125
\I:,COM_FR,CHW,DEM,2020,0.114116534486814,0.114116534486814
\I:,COM_FR,CHW,DEM,2020,0.0418776273346105,0.0418776273346105
\I:,COM_FR,CHW,DEM,2020,0.0115163475170179,0.0115163475170179
\I:,COM_FR,CHW,DEM,2020,0.0454870102499886,0.0454870102499886
\I:,COM_FR,CHW,DEM,2020,0.0166924808256839,0.0166924808256839
\I:,COM_FR,CHW,DEM,2020,0.00459043222706307,0.00459043222706307
\I:,COM_FR,CHW,DEM,2020,0.121034780198172,0.121034780198172
\I:,COM_FR,CHW,DEM,2020,0.0444164331002464,0.0444164331002464
\I:,COM_FR,CHW,DEM,2020,0.0122145191025678,0.0122145191025678
\I:,COM_FR,CHW,DEM,2020,0.048244632666404,0.048244632666404
\I:,COM_FR,CHW,DEM,2020,0.0177044523546437,0.0177044523546437
\I:,COM_FR,CHW,DEM,2020,0.00486872439752701,0.00486872439752701
\I:,COM_FR,CHW,DEM,2020,0.128113646028321,0.128113646028321
\I:,COM_FR,CHW,DEM,2020,0.0470141820287418,0.0470141820287418
\I:,COM_FR,CHW,DEM,2020,0.012928900057904,0.012928900057904
\I:,COM_FR,CHW,DEM,2020,0.0510662784868134,0.0510662784868134
\I:,COM_FR,CHW,DEM,2020,0.0187399187107572,0.0187399187107572
\I:,COM_FR,CHW,DEM,2020,0.00515347764545824,0.00515347764545824
\I:,COM_FR,CHW,DEM,2020,0.123828789286693,0.123828789286693
\I:,COM_FR,CHW,DEM,2020,0.0454417575364012,0.0454417575364012
\I:,COM_FR,CHW,DEM,2020,0.0124964833225103,0.0124964833225103
\I:,COM_FR,CHW,DEM,2020,0.0493583285967938,0.0493583285967938
\I:,COM_FR,CHW,DEM,2020,0.0181131481089152,0.0181131481089152
\I:,COM_FR,CHW,DEM,2020,0.00498111572995167,0.00498111572995167
\I:,COM_FR,CCK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,CCK,DEM,2020,0.03575,0.03575
\I:,COM_FR,CCK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,CCK,DEM,2020,0.051775,0.051775
\I:,COM_FR,CCK,DEM,2020,0.01425,0.01425
\I:,COM_FR,CCK,DEM,2020,0.005225,0.005225
\I:,COM_FR,CCK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,CCK,DEM,2020,0.03575,0.03575
\I:,COM_FR,CCK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,CCK,DEM,2020,0.051775,0.051775
\I:,COM_FR,CCK,DEM,2020,0.01425,0.01425
\I:,COM_FR,CCK,DEM,2020,0.005225,0.005225
\I:,COM_FR,CCK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,CCK,DEM,2020,0.03575,0.03575
\I:,COM_FR,CCK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,CCK,DEM,2020,0.051775,0.051775
\I:,COM_FR,CCK,DEM,2020,0.01425,0.01425
\I:,COM_FR,CCK,DEM,2020,0.005225,0.005225
\I:,COM_FR,CCK,DEM,2020,0.129891666666667,0.129891666666667
\I:,COM_FR,CCK,DEM,2020,0.03575,0.03575
\I:,COM_FR,CCK,DEM,2020,0.0131083333333333,0.0131083333333333
\I:,COM_FR,CCK,DEM,2020,0.051775,0.051775
\I:,COM_FR,CCK,DEM,2020,0.01425,0.01425
\I:,COM_FR,CCK,DEM,2020,0.005225,0.005225
\I:,COM_FR,CL,DEM,2020,0.0563504063887681,0.0563504063887681
\I:,COM_FR,CL,DEM,2020,0.0623230301073933,0.0623230301073933
\I:,COM_FR,CL,DEM,2020,0.00597262371862519,0.00597262371862519
\I:,COM_FR,CL,DEM,2020,0.0224613507983201,0.0224613507983201
\I:,COM_FR,CL,DEM,2020,0.024842046965884,0.024842046965884
\I:,COM_FR,CL,DEM,2020,0.00238069616756389,0.00238069616756389
\I:,COM_FR,CL,DEM,2020,0.0916830435904858,0.0916830435904858
\I:,COM_FR,CL,DEM,2020,0.101400601206067,0.101400601206067
\I:,COM_FR,CL,DEM,2020,0.00971755761558145,0.00971755761558145
\I:,COM_FR,CL,DEM,2020,0.0365449894032007,0.0365449894032007
\I:,COM_FR,CL,DEM,2020,0.0404184214597611,0.0404184214597611
\I:,COM_FR,CL,DEM,2020,0.00387343205656044,0.00387343205656044
\I:,COM_FR,CL,DEM,2020,0.104977257534038,0.104977257534038
\I:,COM_FR,CL,DEM,2020,0.116103879300319,0.116103879300319
\I:,COM_FR,CL,DEM,2020,0.0111266217662805,0.0111266217662805
\I:,COM_FR,CL,DEM,2020,0.0418440816744068,0.0418440816744068
\I:,COM_FR,CL,DEM,2020,0.046279168672155,0.046279168672155
\I:,COM_FR,CL,DEM,2020,0.00443508699774818,0.00443508699774818
\I:,COM_FR,CL,DEM,2020,0.0702288758200413,0.0702288758200413
\I:,COM_FR,CL,DEM,2020,0.0776724893862208,0.0776724893862208
\I:,COM_FR,CL,DEM,2020,0.00744361356617949,0.00744361356617949
\I:,COM_FR,CL,DEM,2020,0.0279933281240724,0.0279933281240724
\I:,COM_FR,CL,DEM,2020,0.0309603629021999,0.0309603629021999
\I:,COM_FR,CL,DEM,2020,0.00296703477812749,0.00296703477812749
\I:,COM_FR,CRF,DEM,2020,0.09741875,0.09741875
\I:,COM_FR,CRF,DEM,2020,0.0715,0.0715
\I:,COM_FR,CRF,DEM,2020,0.00983125,0.00983125
\I:,COM_FR,CRF,DEM,2020,0.03883125,0.03883125
\I:,COM_FR,CRF,DEM,2020,0.0285,0.0285
\I:,COM_FR,CRF,DEM,2020,0.00391875,0.00391875
\I:,COM_FR,CRF,DEM,2020,0.09741875,0.09741875
\I:,COM_FR,CRF,DEM,2020,0.0715,0.0715
\I:,COM_FR,CRF,DEM,2020,0.00983125,0.00983125
\I:,COM_FR,CRF,DEM,2020,0.03883125,0.03883125
\I:,COM_FR,CRF,DEM,2020,0.0285,0.0285
\I:,COM_FR,CRF,DEM,2020,0.00391875,0.00391875
\I:,COM_FR,CRF,DEM,2020,0.09741875,0.09741875
\I:,COM_FR,CRF,DEM,2020,0.0715,0.0715
\I:,COM_FR,CRF,DEM,2020,0.00983125,0.00983125
\I:,COM_FR,CRF,DEM,2020,0.03883125,0.03883125
\I:,COM_FR,CRF,DEM,2020,0.0285,0.0285
\I:,COM_FR,CRF,DEM,2020,0.00391875,0.00391875
\I:,COM_FR,CRF,DEM,2020,0.09741875,0.09741875
\I:,COM_FR,CRF,DEM,2020,0.0715,0.0715
\I:,COM_FR,CRF,DEM,2020,0.00983125,0.00983125
\I:,COM_FR,CRF,DEM,2020,0.03883125,0.03883125
\I:,COM_FR,CRF,DEM,2020,0.0285,0.0285
\I:,COM_FR,CRF,DEM,2020,0.00391875,0.00391875
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.137376822916667,0.137376822916667
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0268125,0.0268125
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0145606770833333,0.0145606770833333
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.05475859375,0.05475859375
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0106875,0.0106875
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.00580390625,0.00580390625
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.137376822916667,0.137376822916667
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0268125,0.0268125
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0145606770833333,0.0145606770833333
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.05475859375,0.05475859375
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0106875,0.0106875
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.00580390625,0.00580390625
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.137376822916667,0.137376822916667
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0268125,0.0268125
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0145606770833333,0.0145606770833333
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.05475859375,0.05475859375
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0106875,0.0106875
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.00580390625,0.00580390625
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.137376822916667,0.137376822916667
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0268125,0.0268125
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0145606770833333,0.0145606770833333
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.05475859375,0.05475859375
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.0106875,0.0106875
\I:,COM_FR,"COTH,CMOT*",DEM,2020,0.00580390625,0.00580390625
SUM-WK-D,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.146128125,0.146128125
SUM-WK-N,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.017875,0.017875
SUM-WK-P,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.014746875,0.014746875
SUM-WE-D,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.058246875,0.058246875
SUM-WE-N,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.007125,0.007125
SUM-WE-P,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.005878125,0.005878125
FAL-WK-D,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.146128125,0.146128125
FAL-WK-N,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.017875,0.017875
FAL-WK-P,COM_FR,"CNST*,DARY*,FOOD*,MEAT*,METAL*,MTHOL*,MNRL*,MNNG*,OTH*,CHMCL*,REFI*,UREA*,WOOD*",DEM,2020,0.014746875,0.014746875
