Sets,Region,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,,DARY-PH-MVR_TVR-COA-BLR15,Industry,Dairy Product Manufacturing,Boiler,Coal,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Coal,Dairy - Process Heat: MVR Evaporation TVR Coal Boiler Existing,PJ,GW,DAYNITE,,
DMD,,DARY-PH-MVR_TVR-NGA-BLR15,Industry,Dairy Product Manufacturing,Boiler,Natural Gas,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Natural Gas,Dairy - Process Heat: MVR Evaporation TVR Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,DARY-PH-MVR_Fan-ELC-Fan15,Industry,Dairy Product Manufacturing,Fan,Electricity,Industry -:- Dairy Product Manufacturing -:- Fan -:- Electricity,Dairy - Process Heat: MVR Evaporation Fan Electric Existing,PJ,GW,DAYNITE,,
DMD,,DARY-Pump-ELC-Pump15,Industry,Dairy Product Manufacturing,Pump,Electricity,Industry -:- Dairy Product Manufacturing -:- Pump -:- Electricity,Dairy- Pumping Electric Pump Existing,PJ,GW,DAYNITE,,
DMD,,DARY-RFGR-ELC-Refriger15,Industry,Dairy Product Manufacturing,Refrigerator,Electricity,Industry -:- Dairy Product Manufacturing -:- Refrigerator -:- Electricity,Dairy - Refrigeration Electricity Existing,PJ,GW,DAYNITE,,
DMD,,DARY-PH-STM_HW-DSL-BLR15,Industry,Dairy Product Manufacturing,Boiler,Diesel,Industry -:- Dairy Product Manufacturing -:- Boiler -:- Diesel,Dairy - Process Heat: Steam/Hot Water Diesel Boiler Existing,PJ,GW,DAYNITE,,
DMD,,DARY-PH-STM_HW-GEO-Heat15,Industry,Dairy Product Manufacturing,Heat Exchanger,Geothermal,Industry -:- Dairy Product Manufacturing -:- Heat Exchanger -:- Geothermal,Dairy - Process Heat: Steam/Hot Water Geothermal Existing,PJ,GW,DAYNITE,,
DMD,,DARY-PH-STM_HW-LPG-BLR15,Industry,Dairy Product Manufacturing,Boiler,LPG,Industry -:- Dairy Product Manufacturing -:- Boiler -:- LPG,Dairy - Process Heat: Steam/Hot Water LPG Boiler Existing,PJ,GW,DAYNITE,,
DMD,,DARY-MoTP-Stat-ELC-Mtr15,Industry,Dairy Product Manufacturing,Stationary Motor,Electricity,Industry -:- Dairy Product Manufacturing -:- Stationary Motor -:- Electricity,"Dairy - Motive Power, Stationary, Electric Motor Existing",PJ,GW,DAYNITE,,
DMD,,DARY-AIR-ELC-CMPR15,Industry,Dairy Product Manufacturing,Compressor,Electricity,Industry -:- Dairy Product Manufacturing -:- Compressor -:- Electricity,Dairy - Compressed Air Electric Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-PH-STM_HW-COA-BLR15,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Coal,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Coal,Food - Process Heat Steam/Hot Water Electricity Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-PH-STM_HW-NGA-BLR15,Industry,Other Food Processing (Non Dairy/Meat Processing),Boiler,Natural Gas,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Boiler -:- Natural Gas,Food - Process Heat Steam/Hot Water Natural Gas Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-PH-OVN-COA-Oven15,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Coal,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Oven -:- Coal,Food - Process Heat Oven Coal Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-PH-OVN-ELC-Oven15,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Oven -:- Electricity,Food - Process Heat Oven Electricity Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-PH-OVN-NGA-Oven15,Industry,Other Food Processing (Non Dairy/Meat Processing),Oven,Natural Gas,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Oven -:- Natural Gas,Food - Process Heat Oven Natural Gas Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-Pump-ELC-Pump15,Industry,Other Food Processing (Non Dairy/Meat Processing),Pump,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Pump -:- Electricity,Food - Pumping Electric Pump Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-MoTP-Stat-ELC-Mtr15,Industry,Other Food Processing (Non Dairy/Meat Processing),Stationary Motor,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Stationary Motor -:- Electricity,Food - Motive Power Stationary Electric Motor Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-RFGR-ELC-Refriger15,Industry,Other Food Processing (Non Dairy/Meat Processing),Refrigerator,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Refrigerator -:- Electricity,Food - Refrigeration Electric Existing,PJ,GW,DAYNITE,,
DMD,,FOOD-PH-DirH-ELC-Heater15,Industry,Other Food Processing (Non Dairy/Meat Processing),Heater,Electricity,Industry -:- Other Food Processing (Non Dairy/Meat Processing) -:- Heater -:- Electricity,Food - Process Heat Direct Heat Electric Heater Existing,PJ,GW,DAYNITE,,
DMD,,IIS-FDSTCK-COA-_15,Industry,Iron/Steel,Feedstock,Coal,Industry -:- Iron/Steel -:- Feedstock -:- Coal,Iron and Steel Coal Feedstock,PJ,GW,DAYNITE,,
DMD,,IIS-PH-FURN-ELC-Furn15,Industry,Iron/Steel,Furnace,Electricity,Industry -:- Iron/Steel -:- Furnace -:- Electricity,Iron and Steam Process Heat Electric Furnace Existing,PJ,GW,DAYNITE,,
DMD,,IIS-PH-FURN-NGA-Furn15,Industry,Iron/Steel,Furnace,Natural Gas,Industry -:- Iron/Steel -:- Furnace -:- Natural Gas,Iron and Steam Process Heat Natural Gas Furnace Existing,PJ,GW,DAYNITE,,
DMD,,IIS-MoTP-Stat-ELC-Mtr15,Industry,Iron/Steel,Stationary Motor,Electricity,Industry -:- Iron/Steel -:- Stationary Motor -:- Electricity,Iron and Steel Motive Power Stationary Existing,PJ,GW,DAYNITE,,
DMD,,MEAT-PH-STM_HW-COA-BLR15,Industry,Meat Processing,Boiler,Coal,Industry -:- Meat Processing -:- Boiler -:- Coal,Meat Process Heat Steam/Hot Water Coal Boiler Existing,PJ,GW,DAYNITE,,
DMD,,MEAT-PH-STM_HW-NGA-BLR15,Industry,Meat Processing,Boiler,Natural Gas,Industry -:- Meat Processing -:- Boiler -:- Natural Gas,Meat Process Heat Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,MEAT-PH-STM_HW-WOD-BLR15,Industry,Meat Processing,Heater,Wood,Industry -:- Meat Processing -:- Heater -:- Wood,Meat Process Heat Steam/Hot Water Wood Boiler Existing,PJ,GW,DAYNITE,,
DMD,,MEAT-PH-DirH-ELC-Heater15,Industry,Meat Processing,Heater,Electricity,Industry -:- Meat Processing -:- Heater -:- Electricity,Meat Process Heat Direct Heat Electric Heater Existing,PJ,GW,DAYNITE,,
DMD,,MEAT-RFGR-ELC-Refriger15,Industry,Meat Processing,Refrigerator,Electricity,Industry -:- Meat Processing -:- Refrigerator -:- Electricity,Meat Refrigeration Electric Existing,PJ,GW,DAYNITE,,
DMD,,MEAT-MoTP-Stat-ELC-Mtr15,Industry,Meat Processing,Stationary Motor,Electricity,Industry -:- Meat Processing -:- Stationary Motor -:- Electricity,Meat Motive Power Stationary Electric Motor Existing,PJ,GW,DAYNITE,,
DMD,,METAL-PH-FURN-ELC-Furn15,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Electricity,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Electricity",Metal Product Manufacturing Process Heat Furnace Electric Furnace Existing,PJ,GW,DAYNITE,,
DMD,,METAL-PH-FURN-FOL-Furn15,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Fuel Oil,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Fuel Oil",Metal Product Manufacturing Process Heat Furnace Fuel Oil Furnace Existing,PJ,GW,DAYNITE,,
DMD,,METAL-PH-FURN-NGA-Furn15,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Furnace,Natural Gas,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Furnace -:- Natural Gas",Metal Product Manufacturing Process Heat Furnace Natural Gas Furnace Existing,PJ,GW,DAYNITE,,
DMD,,METAL-MoTP-Stat-ELC-Mtr15,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Stationary Motor,Electricity,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Stationary Motor -:- Electricity",Metal Product Manufacturing Motive Power Stationary Electric Motor Existing,PJ,GW,DAYNITE,,
DMD,,METAL-RFGR-ELC-Refriger15,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Refrigerator,Electricity,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Refrigerator -:- Electricity",Metal Product Manufacturing Refrigeration Electric Existing,PJ,GW,DAYNITE,,
DMD,,METAL-PH-DirH-NGA-Burner15,Industry,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",Burner,Natural Gas,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:- Burner -:- Natural Gas",Metal Product Manufacturing Process Heat Direct Heat Natural Gas Burner Existing,PJ,GW,DAYNITE,,
DMD,,MTHOL-FDSTCK-NGA-FDSTCK15,Industry,Methanol,Feedstock,Natural Gas,Industry -:- Methanol -:- Feedstock -:- Natural Gas,Methanol Methanol Production Feedstock,PJ,GW,DAYNITE,,
DMD,,MTHOL-PH_REFRM-NGA-REFRM15,Industry,Methanol,Reformer,Natural Gas,Industry -:- Methanol -:- Reformer -:- Natural Gas,Methanol Process Heat Reformer Natural Gas Existing,PJ,GW,DAYNITE,,
DMD,,MNRL-PH-FURN-COA-Furn15,Industry,Non-Metallic Mineral Product Manufacturing,Furnace,Coal,Industry -:- Non-Metallic Mineral Product Manufacturing -:- Furnace -:- Coal,Mineral Process Heat Furnace Coal Furnace Existing,PJ,GW,DAYNITE,,
DMD,,MNRL-PH-FURN-ELC-Furn15,Industry,Non-Metallic Mineral Product Manufacturing,Furnace,Electricity,Industry -:- Non-Metallic Mineral Product Manufacturing -:- Furnace -:- Electricity,Mineral Process Heat Furnace Electric Furnace Existing,PJ,GW,DAYNITE,,
DMD,,MNRL-PH-FURN-NGA-Furn15,Industry,Non-Metallic Mineral Product Manufacturing,Furnace,Natural Gas,Industry -:- Non-Metallic Mineral Product Manufacturing -:- Furnace -:- Natural Gas,Mineral Process Heat Furnace Natural Gas Furnace Existing,PJ,GW,DAYNITE,,
DMD,,MNRL-PH-FURN-WOD-Furn15,Industry,Non-Metallic Mineral Product Manufacturing,Furnace,Wood,Industry -:- Non-Metallic Mineral Product Manufacturing -:- Furnace -:- Wood,Mineral Process Heat Furnace Wood Furnace Existing,PJ,GW,DAYNITE,,
DMD,,MNRL-MoTP-Stat-ELC-Mtr15,Industry,Non-Metallic Mineral Product Manufacturing,Stationary Motor,Electricity,Industry -:- Non-Metallic Mineral Product Manufacturing -:- Stationary Motor -:- Electricity,Mineral Motive Power Stationary Electric Existing,PJ,GW,DAYNITE,,
DMD,,MNRL-PH-STM_HW-NGA-BLR15,Industry,Non-Metallic Mineral Product Manufacturing,Boiler,Natural Gas,Industry -:- Non-Metallic Mineral Product Manufacturing -:- Boiler -:- Natural Gas,Mineral Process Heat Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,MNNG-MoTP-Mob-DSL-ICE_Off15,Industry,Mining,Internal Combustion Engine,Diesel,Industry -:- Mining -:- Internal Combustion Engine -:- Diesel,Mining Motive Power Mobile Diesel ICE Existing,PJ,GW,DAYNITE,,
DMD,,MNNG-MoTP-Stat-ELC-Mtr15,Industry,Mining,Stationary Motor,Electricity,Industry -:- Mining -:- Stationary Motor -:- Electricity,Mining Motive Power Stationary Electric Existing,PJ,GW,DAYNITE,,
DMD,,MNNG-MoTP-Stat-DSL-St_ngn15,Industry,Mining,Internal Combustion Engine,Diesel,Industry -:- Mining -:- Internal Combustion Engine -:- Diesel,Mining Motive Power Stationary Diesel Existing,PJ,GW,DAYNITE,,
DMD,,MNNG-PH-STM_HW-FOL-BLR15,Industry,Mining,Boiler,Fuel Oil,Industry -:- Mining -:- Boiler -:- Fuel Oil,Mining Process Heat Steam/Hot Water Fuel Oil Boiler Existing,PJ,GW,DAYNITE,,
DMD,,MNNG-PH-STM_HW-NGA-BLR15,Industry,Mining,Boiler,Natural Gas,Industry -:- Mining -:- Boiler -:- Natural Gas,Mining Process Heat Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,OTH-ELC-ELC-Tech15,Industry,Other (Industry),Other,Electricity,Industry -:- Other (Industry) -:- Other -:- Electricity,Other Electric Existing,PJ,GW,DAYNITE,,
DMD,,OTH-DSL-DSL-Tech15,Industry,Other (Industry),Other,Diesel,Industry -:- Other (Industry) -:- Other -:- Diesel,Other Diesel Existing,PJ,GW,DAYNITE,,
DMD,,OTH-LPG-LPG-Tech15,Industry,Other (Industry),Other,LPG,Industry -:- Other (Industry) -:- Other -:- LPG,Other LPG Existing,PJ,GW,DAYNITE,,
DMD,,OTH-COA-COA-Tech15,Industry,Other (Industry),Other,Coal,Industry -:- Other (Industry) -:- Other -:- Coal,Other Coal Existing,PJ,GW,DAYNITE,,
DMD,,OTH-NGA-NGA-Tech15,Industry,Other (Industry),Other,Natural Gas,Industry -:- Other (Industry) -:- Other -:- Natural Gas,Other Natural Gas Existing,PJ,GW,DAYNITE,,
DMD,,OTH-PET-PET-Tech15,Industry,Other (Industry),Other,Petrol,Industry -:- Other (Industry) -:- Other -:- Petrol,Other Petrol Existing,PJ,GW,DAYNITE,,
DMD,,OTH-BGS-BGS-Tech15,Industry,Other (Industry),Other,Biogas,Industry -:- Other (Industry) -:- Other -:- Biogas,Other Biogas Existing,PJ,GW,DAYNITE,,
DMD,,OTH-FOL-FOL-Tech15,Industry,Other (Industry),Other,Fuel Oil,Industry -:- Other (Industry) -:- Other -:- Fuel Oil,Other Fuel Oil Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-STM_HW-FOL-BLR15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Boiler,Fuel Oil,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Boiler -:- Fuel Oil",Petroleum/Chemicals - Steam/Hot Water Fuel Oil Boiler Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-STM_HW-NGA-BLR15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Boiler,Natural Gas,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Boiler -:- Natural Gas",Petroleum/Chemicals - Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-MoTP-Stat-ELC-Mtr15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Stationary Motor,Electricity,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Stationary Motor -:- Electricity","Petroleum/Chemicals - Motive Power Stationary, Electric Motor Existing",PJ,GW,DAYNITE,,
DMD,,CHMCL-MoTP-Stat-NGA-Pump15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Pump,Natural Gas,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Pump -:- Natural Gas","Petroleum/Chemicals - Motive Power Stationary, Natural Gas Existing",PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-REFRM-NGA-REFRM15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Reformer,Natural Gas,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Reformer -:- Natural Gas",Petroleum/Chemicals - Reformer Natural Gas Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-DirH-NGA-Burner15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Burner,Natural Gas,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Burner -:- Natural Gas",Petroleum/Chemicals - Direct Heat Natural Gas Burner Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-DirH-ELC-Heater15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Heater,Electricity,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Heater -:- Electricity",Petroleum/Chemicals - Direct Heat Electric Heater Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-FURN-FOL-Furn15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Furnace,Fuel Oil,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Furnace -:- Fuel Oil",Petroleum/Chemicals - Direct Heat Fuel Oil Furnace Existing,PJ,GW,DAYNITE,,
DMD,,CHMCL-PH-FURN-NGA-Furn15,Industry,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Furnace,Natural Gas,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:- Furnace -:- Natural Gas",Petroleum/Chemicals - Direct Heat Natural Gas Furnace Existing,PJ,GW,DAYNITE,,
DMD,,REFI-PH-FURN-NGA-Furn15,Industry,Refining,Furnace,Natural Gas,Industry -:- Refining -:- Furnace -:- Natural Gas,Refining Process Heat Furnace Natural Gas Furnace Existing,PJ,GW,DAYNITE,,
DMD,,REFI-MoTP-Stat-ELC-Mtr15,Industry,Refining,Stationary Motor,Electricity,Industry -:- Refining -:- Stationary Motor -:- Electricity,Refining Motive Power Stationary Electric Motor Existing,PJ,GW,DAYNITE,,
DMD,,REFI-PH-STM_HW-NGA-BLR15,Industry,Refining,Boiler,Natural Gas,Industry -:- Refining -:- Boiler -:- Natural Gas,Refining Process Heat Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,UREA-FDSTCK-NGA-FDSTCK15,Industry,Urea Production,Feedstock,Natural Gas,Industry -:- Urea Production -:- Feedstock -:- Natural Gas,Urea Feedstock Natural Gas ,PJ,GW,DAYNITE,,
DMD,,UREA-REFRM-NGA15,Industry,Urea Production,Reformer,Natural Gas,Industry -:- Urea Production -:- Reformer -:- Natural Gas,Urea Reforming Natural Gas Reformer Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-COA-BLR15,Industry,Wood Product Manufacturing,Boiler,Coal,Industry -:- Wood Product Manufacturing -:- Boiler -:- Coal,Wood Products Process Heat Steam/Hot Water Coal Boiler Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-DSL-BLR15,Industry,Wood Product Manufacturing,Boiler,Diesel,Industry -:- Wood Product Manufacturing -:- Boiler -:- Diesel,Wood Products Process Heat Steam/Hot Water Diesel Boiler Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-ELC-BLR15,Industry,Wood Product Manufacturing,Boiler,Electricity,Industry -:- Wood Product Manufacturing -:- Boiler -:- Electricity,Wood Products Process Heat Steam/Hot Water Electric Boiler Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-FOL-BLR15,Industry,Wood Product Manufacturing,Boiler,Fuel Oil,Industry -:- Wood Product Manufacturing -:- Boiler -:- Fuel Oil,Wood Products Process Heat Steam/Hot Water Fuel Oil Boiler Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-GEO-Heat15,Industry,Wood Product Manufacturing,Heat Exchanger,Geothermal,Industry -:- Wood Product Manufacturing -:- Heat Exchanger -:- Geothermal,Wood Products Process Heat Steam/Hot Water Geothermal Direct Heat Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-NGA-BLR15,Industry,Wood Product Manufacturing,Boiler,Natural Gas,Industry -:- Wood Product Manufacturing -:- Boiler -:- Natural Gas,Wood Products Process Heat Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-STM_HW-WOD-BLR15,Industry,Wood Product Manufacturing,Boiler,Wood,Industry -:- Wood Product Manufacturing -:- Boiler -:- Wood,Wood Products Process Heat Steam/Hot Water Wood Boiler Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-Fan-ELC-Fan15,Industry,Wood Product Manufacturing,Fan,Electricity,Industry -:- Wood Product Manufacturing -:- Fan -:- Electricity,Wood Products Compression Electric Compressor Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-MoTP-Stat-ELC-Mtr15,Industry,Wood Product Manufacturing,Stationary Motor,Electricity,Industry -:- Wood Product Manufacturing -:- Stationary Motor -:- Electricity,Wood Products Motive Power Stationary Electric Motor Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-Refin-ELC-Refinery15,Industry,Wood Product Manufacturing,Wood/Pulp and Paper Refiner,Electricity,Industry -:- Wood Product Manufacturing -:- Wood/Pulp and Paper Refiner -:- Electricity,Wood Products Refiners Electric Refiners Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-Pump-ELC-Pump15,Industry,Wood Product Manufacturing,Pump,Electricity,Industry -:- Wood Product Manufacturing -:- Pump -:- Electricity,Wood Products Pumping Electric Pump Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-PH-FURN-NGA-Furn15,Industry,Wood Product Manufacturing,Furnace,Natural Gas,Industry -:- Wood Product Manufacturing -:- Furnace -:- Natural Gas,Wood Products Process Heat Furnace Natural Gas Furnace Existing,PJ,GW,DAYNITE,,
DMD,,WOOD-AIR-ELC-CMPR15,Industry,Wood Product Manufacturing,Compressor,Electricity,Industry -:- Wood Product Manufacturing -:- Compressor -:- Electricity,Wood Products Air Compression Electric Compressor Existing,PJ,GW,DAYNITE,,
DMD,,PLPPPR-PH-STM_HW-COA-BLR15,Industry,Pulp and Paper Manufacturing,Boiler,Coal,Industry -:- Pulp and Paper Manufacturing -:- Boiler -:- Coal,Pulp and Paper Process Heat Steam/Hot Water Coal Boiler Existing,PJ,GW,DAYNITE,,
DMD,,PLPPPR-PH-STM_HW-FOL-BLR15,Industry,Pulp and Paper Manufacturing,Boiler,Fuel Oil,Industry -:- Pulp and Paper Manufacturing -:- Boiler -:- Fuel Oil,Pulp and Paper Process Heat Steam/Hot Water Fuel Oil Boiler Existing,PJ,GW,DAYNITE,,
DMD,,PLPPPR-PH-STM_HW-GEO-Heat15,Industry,Pulp and Paper Manufacturing,Heat Exchanger,Geothermal,Industry -:- Pulp and Paper Manufacturing -:- Heat Exchanger -:- Geothermal,Pulp and Paper Process Heat Steam/Hot Water Geothermal Direct Heat Existing,PJ,GW,DAYNITE,,
DMD,,PLPPPR-PH-STM_HW-NGA-BLR15,Industry,Pulp and Paper Manufacturing,Boiler,Natural Gas,Industry -:- Pulp and Paper Manufacturing -:- Boiler -:- Natural Gas,Pulp and Paper Process Heat Steam/Hot Water Natural Gas Boiler Existing,PJ,GW,DAYNITE,,
DMD,,PLPPPR-PH-STM_HW-WOD-BLR15,Industry,Pulp and Paper Manufacturing,Boiler,Wood,Industry -:- Pulp and Paper Manufacturing -:- Boiler -:- Wood,Pulp and Paper Process Heat Steam/Hot Water Wood Boiler Existing,PJ,GW,DAYNITE,,
DMD,,PLPPPR-Refin-ELC-REF15,Industry,Pulp and Paper Manufacturing,Wood/Pulp and Paper Refiner,Electricity,Industry -:- Pulp and Paper Manufacturing -:- Wood/Pulp and Paper Refiner -:- Electricity,Pulp and Paper Refiners Electric Refiner Existing,PJ,GW,DAYNITE,,
