TimeSlice,Attribute,Cset_CN,*2015,*2018,2020,2025,2030,2035,2040,2045,2050,2055,2060
,Demand,METAL-PH-FURN,,1.6345,1.8386,2.0682,2.3264,2.5053,2.6979,2.7386,2.7799,2.8218,2.8643
,Demand,METAL-MoTP-Stat,,0.8343,0.9385,1.0557,1.1875,1.2788,1.3771,1.3979,1.419,1.4404,1.4621
,Demand,METAL-RFGR,,0.2174,0.2446,0.2751,0.3095,0.3333,0.3589,0.3643,0.3698,0.3754,0.381
,Demand,METAL-PH-DirH,,0.0322,0.0362,0.0408,0.0458,0.0494,0.0532,0.054,0.0548,0.0556,0.0565
,Demand,MTHOL-FDSTCK,,41.0689,41.0689,41.0689,41.0689,41.0689,41.0689,41.0689,0,0,0
,Demand,MTHOL-PH_REFRM,,16.4618,16.4618,16.4618,16.4618,16.4618,16.4618,16.4618,0,0,0
,Demand,MNRL-PH-FURN,,3.9838,4.4812,5.0408,5.6702,6.1062,6.5757,6.6748,6.7754,6.8776,6.9812
,Demand,MNRL-MoTP-Stat,,0.5158,0.5802,0.6526,0.7341,0.7905,0.8513,0.8642,0.8772,0.8904,0.9038
,Demand,MNRL-PH-STM_HW,,0.4316,0.4854,0.5461,0.6142,0.6615,0.7123,0.7231,0.734,0.745,0.7563
,Demand,MNNG-MoTP-Mob,,0.6409,0.7209,0.811,0.9122,0.9824,1.0579,1.0739,1.09,1.1065,1.1232
,Demand,MNNG-MoTP-Stat,,1.081,1.216,1.3678,1.5386,1.6569,1.7843,1.8112,1.8385,1.8662,1.8943
,Demand,MNNG-PH-STM_HW,,0.1644,0.1849,0.208,0.234,0.252,0.2713,0.2754,0.2796,0.2838,0.2881
,Demand,OTH-ELC,,4.0838,4.5937,5.1673,5.8125,6.2594,6.7407,6.8423,6.9455,7.0502,7.1565
,Demand,OTH-DSL,,4.0376,4.5417,5.1088,5.7467,6.1886,6.6645,6.7649,6.8669,6.9704,7.0755
,Demand,OTH-LPG,,2.6538,2.9852,3.3579,3.7772,4.0676,4.3804,4.4464,4.5134,4.5815,4.6506
,Demand,OTH-COA,,1.0026,1.1278,1.2686,1.427,1.5367,1.6549,1.6798,1.7052,1.7309,1.757
,Demand,OTH-NGA,,1.0554,1.1871,1.3354,1.5021,1.6176,1.742,1.7682,1.7949,1.822,1.8494
,Demand,OTH-PET,,0.0501,0.0564,0.0634,0.0714,0.0769,0.0828,0.084,0.0853,0.0866,0.0879
,Demand,OTH-BGS,,0.0397,0.0447,0.0502,0.0565,0.0609,0.0655,0.0665,0.0675,0.0685,0.0696
,Demand,OTH-FOL,,0.0083,0.0093,0.0105,0.0118,0.0127,0.0136,0.0138,0.014,0.0143,0.0145
,Demand,CHMCL-PH-STM_HW,,4.7526,5.346,6.0135,6.7644,7.2845,7.8446,5.6337,4.046,2.9057,2.0868
,Demand,CHMCL-MoTP-Stat,,1.1517,1.2955,1.4573,1.6392,1.7653,1.901,1.3652,0.9805,0.7041,0.5057
,Demand,CHMCL-PH-REFRM,,1.5107,1.6994,1.9116,2.1503,2.3156,2.4936,1.7908,1.2861,0.9237,0.6633
,Demand,CHMCL-PH-DirH,,0.5087,0.5722,0.6437,0.724,0.7797,0.8397,0.603,0.4331,0.311,0.2234
,Demand,CHMCL-PH-FURN,,0.3352,0.377,0.4241,0.477,0.5137,0.5532,0.3973,0.2853,0.2049,0.1472
,Demand,REFI-PH-FURN,,2.3136,2.6025,0,0,0,0,0,0,0,0
,Demand,REFI-MoTP-Stat,,0.626,0.7042,0,0,0,0,0,0,0,0
,Demand,REFI-PH-STM_HW,,0.4176,0.4697,0,0,0,0,0,0,0,0
,Demand,UREA-FDSTCK,,3.9926,4.4912,5.052,5.6828,6.1197,6.5903,4.7329,3.399,2.4411,1.7531
,Demand,UREA-REFRM,,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0
,Demand,WOOD-PH-STM_HW,,14.0377,15.7905,17.7622,19.98,21.5163,23.1707,25.1141,27.2206,29.5037,31.9784
,Demand,WOOD-Fan,,95.017,106.8812,120.2269,135.2389,145.6375,156.8356,169.9902,184.2482,199.7021,216.4522
,Demand,WOOD-MoTP-Stat,,0.9881,1.1115,1.2502,1.4064,1.5145,1.6309,1.7677,1.916,2.0767,2.2509
,Demand,WOOD-Refin,,0.4873,0.5481,0.6166,0.6936,0.7469,0.8043,0.8718,0.9449,1.0242,1.1101
,Demand,WOOD-Pump,,0.3097,0.3483,0.3918,0.4407,0.4746,0.5111,0.554,0.6005,0.6508,0.7054
,Demand,WOOD-PH-FURN,,0.2194,0.2468,0.2776,0.3122,0.3362,0.3621,0.3925,0.4254,0.4611,0.4997
,Demand,WOOD-AIR,,0.2466,0.2774,0.312,0.351,0.378,0.4071,0.4412,0.4782,0.5183,0.5618
,Demand,PLPPPR-PH-STM_HW,,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243,30.8243
,Demand,PLPPPR-Refin,,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727,2.2727
,Demand,PLPPPR-PH-FURN,,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775,0.7775
,Demand,PLPPPR-Pump,,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236,0.6236
,Demand,PLPPPR-MoTP-Stat,,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504,0.4504
,Demand,PLPPPR-Fan,,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816,9.7816
,Demand,PLPPPR-PH-DirH,,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154
,Demand,PLPPPR-AIR,,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
