Sets,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,C_EDU-MPM_-H2R,Commercial,Education,Mobile Motor,Green Hydrogen,Commercial -:- Education -:- Mobile Motor -:- Green Hydrogen,Education Motive power - mobile H2R,PJ,GW,,,
DMD,C_EDU-MPS_-DSL,Commercial,Education,Stationary Motor,Diesel,Commercial -:- Education -:- Stationary Motor -:- Diesel,Education Motive power Stationary DSL,PJ,GW,,,
DMD,C_EDU-MPS_-PET,Commercial,Education,Stationary Motor,Petrol,Commercial -:- Education -:- Stationary Motor -:- Petrol,Education Motive power Stationary PET,PJ,GW,,,
DMD,C_EDU-MPS_-LPG,Commercial,Education,Stationary Motor,LPG,Commercial -:- Education -:- Stationary Motor -:- LPG,Education Motive power Stationary LPG,PJ,GW,,,
DMD,C_EDU-MPS_-ELC,Commercial,Education,Stationary Motor,Electricity,Commercial -:- Education -:- Stationary Motor -:- Electricity,Education Motive power Stationary ELC,PJ,GW,,,
DMD,C_EDU-MPS_-H2R,Commercial,Education,Stationary Motor,Green Hydrogen,Commercial -:- Education -:- Stationary Motor -:- Green Hydrogen,Education Motive power Stationary H2R,PJ,GW,,,
DMD,C_EDU-RF_Refriger-ELC,Commercial,Education,Refrigerator,Electricity,Commercial -:- Education -:- Refrigerator -:- Electricity,Education Refrigeration Systems ELC,PJ,GW,,,
DMD,C_EDU-SC_AirHP-ELC,Commercial,Education,Heat Pump,Electricity,Commercial -:- Education -:- Heat Pump -:- Electricity,Education Heat Pump Air Source (for Cooling) ELC,PJ,GW,,,
DMD,C_EDU-SC_GHP-ELC,Commercial,Education,Heat Pump,Electricity,Commercial -:- Education -:- Heat Pump -:- Electricity,Education Heat Pump Ground Source (for Cooling) ELC,PJ,GW,,,
\I:,\I:,,,,,,0,PJ,GW,,,
DMD,C_HLTH-OTH_ELEC-ELC,Commercial,Healthcare,Electronics and Other Appliances,Electricity,Commercial -:- Healthcare -:- Electronics and Other Appliances -:- Electricity,Healthcare Electronics ELC,PJ,GW,,,
DMD,C_HLTH-LT_INC-ELC,Commercial,Healthcare,Lights (Incandescent),Electricity,Commercial -:- Healthcare -:- Lights (Incandescent) -:- Electricity,Healthcare Lighting Incandescent ELC,PJ,GW,,,
DMD,C_HLTH-LT_FLU-ELC,Commercial,Healthcare,Lights (Fluorescent),Electricity,Commercial -:- Healthcare -:- Lights (Fluorescent)  -:- Electricity,Healthcare Lighting Fluorescent ELC,PJ,GW,,,
DMD,C_HLTH-LT_LED-ELC,Commercial,Healthcare,Lights (LED),Electricity,Commercial -:- Healthcare -:- Lights (LED) -:- Electricity,Healthcare Lighting LED ELC,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-COA,Commercial,Healthcare,Boiler,Coal,Commercial -:- Healthcare -:- Boiler -:- Coal,Healthcare Boiler Systems COA,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-DSL,Commercial,Healthcare,Boiler,Diesel,Commercial -:- Healthcare -:- Boiler -:- Diesel,Healthcare Boiler Systems DSL,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-FOL,Commercial,Healthcare,Boiler,Fuel Oil,Commercial -:- Healthcare -:- Boiler -:- Fuel Oil,Healthcare Boiler Systems FOL,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-LPG,Commercial,Healthcare,Boiler,LPG,Commercial -:- Healthcare -:- Boiler -:- LPG,Healthcare Boiler Systems LPG,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-NGA,Commercial,Healthcare,Boiler,Natural Gas,Commercial -:- Healthcare -:- Boiler -:- Natural Gas,Healthcare Boiler Systems NGA,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-WOD,Commercial,Healthcare,Boiler,Wood,Commercial -:- Healthcare -:- Boiler -:- Wood,Healthcare Boiler Systems WOD,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-PLT,Commercial,Healthcare,Boiler,Wood,Commercial -:- Healthcare -:- Boiler -:- Wood,Healthcare Boiler Systems PLT,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-ELC,Commercial,Healthcare,Boiler,Electricity,Commercial -:- Healthcare -:- Boiler -:- Electricity,Healthcare Boiler Systems ELC,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-BIG,Commercial,Healthcare,Boiler,Biogas,Commercial -:- Healthcare -:- Boiler -:- Biogas,Healthcare Boiler Systems BIG,PJ,GW,,,
DMD,C_HLTH-SH_Boiler-H2R,Commercial,Healthcare,Boiler,Green Hydrogen,Commercial -:- Healthcare -:- Boiler -:- Green Hydrogen,Healthcare Boiler Systems H2R,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-COA,Commercial,Healthcare,Boiler,Coal,Commercial -:- Healthcare -:- Boiler -:- Coal,Healthcare Boiler Systems COA,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-DSL,Commercial,Healthcare,Boiler,Diesel,Commercial -:- Healthcare -:- Boiler -:- Diesel,Healthcare Boiler Systems DSL,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-FOL,Commercial,Healthcare,Boiler,Fuel Oil,Commercial -:- Healthcare -:- Boiler -:- Fuel Oil,Healthcare Boiler Systems FOL,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-LPG,Commercial,Healthcare,Boiler,LPG,Commercial -:- Healthcare -:- Boiler -:- LPG,Healthcare Boiler Systems LPG,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-NGA,Commercial,Healthcare,Boiler,Natural Gas,Commercial -:- Healthcare -:- Boiler -:- Natural Gas,Healthcare Boiler Systems NGA,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-WOD,Commercial,Healthcare,Boiler,Wood,Commercial -:- Healthcare -:- Boiler -:- Wood,Healthcare Boiler Systems WOD,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-PLT,Commercial,Healthcare,Boiler,Wood,Commercial -:- Healthcare -:- Boiler -:- Wood,Healthcare Boiler Systems PLT,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-ELC,Commercial,Healthcare,Boiler,Electricity,Commercial -:- Healthcare -:- Boiler -:- Electricity,Healthcare Boiler Systems ELC,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-BIG,Commercial,Healthcare,Boiler,Biogas,Commercial -:- Healthcare -:- Boiler -:- Biogas,Healthcare Boiler Systems BIG,PJ,GW,,,
DMD,C_HLTH-WH_Boiler-H2R,Commercial,Healthcare,Boiler,Green Hydrogen,Commercial -:- Healthcare -:- Boiler -:- Green Hydrogen,Healthcare Boiler Systems H2R,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-COA,Commercial,Healthcare,Boiler,Coal,Commercial -:- Healthcare -:- Boiler -:- Coal,Healthcare Boiler Systems COA,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-DSL,Commercial,Healthcare,Boiler,Diesel,Commercial -:- Healthcare -:- Boiler -:- Diesel,Healthcare Boiler Systems DSL,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-FOL,Commercial,Healthcare,Boiler,Fuel Oil,Commercial -:- Healthcare -:- Boiler -:- Fuel Oil,Healthcare Boiler Systems FOL,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-LPG,Commercial,Healthcare,Boiler,LPG,Commercial -:- Healthcare -:- Boiler -:- LPG,Healthcare Boiler Systems LPG,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-NGA,Commercial,Healthcare,Boiler,Natural Gas,Commercial -:- Healthcare -:- Boiler -:- Natural Gas,Healthcare Boiler Systems NGA,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-WOD,Commercial,Healthcare,Boiler,Wood,Commercial -:- Healthcare -:- Boiler -:- Wood,Healthcare Boiler Systems WOD,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-PLT,Commercial,Healthcare,Boiler,Wood,Commercial -:- Healthcare -:- Boiler -:- Wood,Healthcare Boiler Systems PLT,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-BIG,Commercial,Healthcare,Boiler,Biogas,Commercial -:- Healthcare -:- Boiler -:- Biogas,Healthcare Boiler Systems BIG,PJ,GW,,,
DMD,C_HLTH-PH_Boiler-H2R,Commercial,Healthcare,Boiler,Green Hydrogen,Commercial -:- Healthcare -:- Boiler -:- Green Hydrogen,Healthcare Boiler Systems H2R,PJ,GW,,,
DMD,C_HLTH-WH_DirectH-GEO,Commercial,Healthcare,Direct Heat,Geothermal,Commercial -:- Healthcare -:- Direct Heat -:- Geothermal,Healthcare Direct Heat GEO,PJ,GW,,,
DMD,C_HLTH-SH_AIRHP-ELC,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_HLTH-SH_GHP-ELC,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Ground Source (for Heating) ELC,PJ,GW,,,
DMD,C_HLTH-SH_RH-ELC,Commercial,Healthcare,Resistance Heater,Electricity,Commercial -:- Healthcare -:- Resistance Heater -:- Electricity,Healthcare Resistance Heater ELC,PJ,GW,,,
DMD,C_HLTH-WH_AIRHP-ELC,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_HLTH-WH_GHP-ELC,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Ground Source (for Heating) ELC,PJ,GW,,,
DMD,C_HLTH-WH_Cylinder-ELC,Commercial,Healthcare,Hot Water Cylinder,Electricity,Commercial -:- Healthcare -:- Hot Water Cylinder -:- Electricity,Healthcare Hot Water Cylinder ELC,PJ,GW,,,
DMD,C_HLTH-WH_Cylinder-NGA,Commercial,Healthcare,Hot Water Cylinder,Natural Gas,Commercial -:- Healthcare -:- Hot Water Cylinder -:- Natural Gas,Healthcare Hot Water Cylinder NGA,PJ,GW,,,
DMD,C_HLTH-WH_Cylinder-LPG,Commercial,Healthcare,Hot Water Cylinder,LPG,Commercial -:- Healthcare -:- Hot Water Cylinder -:- LPG,Healthcare Hot Water Cylinder LPG,PJ,GW,,,
DMD,C_HLTH-WH_Instant-NGA,Commercial,Healthcare,Instantaneous Water Heater,Natural Gas,Commercial -:- Healthcare -:- Instantaneous Water Heater  -:- Natural Gas,Healthcare Instant NGA,PJ,GW,,,
DMD,C_HLTH-WH_Instant-LPG,Commercial,Healthcare,Instantaneous Water Heater,LPG,Commercial -:- Healthcare -:- Instantaneous Water Heater  -:- LPG,Healthcare Instant LPG,PJ,GW,,,
DMD,C_HLTH-WH_Instant-ELC,Commercial,Healthcare,Instantaneous Water Heater,Electricity,Commercial -:- Healthcare -:- Instantaneous Water Heater  -:- Electricity,Healthcare Instant ELC,PJ,GW,,,
DMD,C_HLTH-PH_RH-ELC,Commercial,Healthcare,Resistance Heater,Electricity,Commercial -:- Healthcare -:- Resistance Heater -:- Electricity,Healthcare Resistance Heater ELC,PJ,GW,,,
DMD,C_HLTH-MPM_-DSL,Commercial,Healthcare,Mobile Motor,Diesel,Commercial -:- Healthcare -:- Mobile Motor -:- Diesel,Healthcare Motive power - mobile DSL,PJ,GW,,,
DMD,C_HLTH-MPM_-PET,Commercial,Healthcare,Mobile Motor,Petrol,Commercial -:- Healthcare -:- Mobile Motor -:- Petrol,Healthcare Motive power - mobile PET,PJ,GW,,,
DMD,C_HLTH-MPM_-LPG,Commercial,Healthcare,Mobile Motor,LPG,Commercial -:- Healthcare -:- Mobile Motor -:- LPG,Healthcare Motive power - mobile LPG,PJ,GW,,,
DMD,C_HLTH-MPM_-ELC,Commercial,Healthcare,Mobile Motor,Electricity,Commercial -:- Healthcare -:- Mobile Motor -:- Electricity,Healthcare Motive power - mobile ELC,PJ,GW,,,
DMD,C_HLTH-MPM_-H2R,Commercial,Healthcare,Mobile Motor,Green Hydrogen,Commercial -:- Healthcare -:- Mobile Motor -:- Green Hydrogen,Healthcare Motive power - mobile H2R,PJ,GW,,,
DMD,C_HLTH-MPS_-DSL,Commercial,Healthcare,Stationary Motor,Diesel,Commercial -:- Healthcare -:- Stationary Motor -:- Diesel,Healthcare Motive power Stationary DSL,PJ,GW,,,
DMD,C_HLTH-MPS_-PET,Commercial,Healthcare,Stationary Motor,Petrol,Commercial -:- Healthcare -:- Stationary Motor -:- Petrol,Healthcare Motive power Stationary PET,PJ,GW,,,
DMD,C_HLTH-MPS_-LPG,Commercial,Healthcare,Stationary Motor,LPG,Commercial -:- Healthcare -:- Stationary Motor -:- LPG,Healthcare Motive power Stationary LPG,PJ,GW,,,
DMD,C_HLTH-MPS_-ELC,Commercial,Healthcare,Stationary Motor,Electricity,Commercial -:- Healthcare -:- Stationary Motor -:- Electricity,Healthcare Motive power Stationary ELC,PJ,GW,,,
DMD,C_HLTH-MPS_-H2R,Commercial,Healthcare,Stationary Motor,Green Hydrogen,Commercial -:- Healthcare -:- Stationary Motor -:- Green Hydrogen,Healthcare Motive power Stationary H2R,PJ,GW,,,
DMD,C_HLTH-RF_Refriger-ELC,Commercial,Healthcare,Refrigerator,Electricity,Commercial -:- Healthcare -:- Refrigerator -:- Electricity,Healthcare Refrigeration Systems ELC,PJ,GW,,,
DMD,C_HLTH-SC_AIRHP-ELC,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Air Source (for Cooling) ELC,PJ,GW,,,
DMD,C_HLTH-SC_GHP-ELC,Commercial,Healthcare,Heat Pump,Electricity,Commercial -:- Healthcare -:- Heat Pump -:- Electricity,Healthcare Heat Pump Ground Source (for Cooling) ELC,PJ,GW,,,
\I:,\I:,,,,,,,PJ,GW,,,
DMD,C_OFFC-OTH_EELC-ELC,Commercial,Office Blocks,Electronics and Other Appliances,Electricity,Commercial -:- Office Blocks -:- Electronics and Other Appliances -:- Electricity,Office Blocks Electronics ELC,PJ,GW,,,
DMD,C_OFFC-LT_INC-ELC,Commercial,Office Blocks,Lights (Incandescent),Electricity,Commercial -:- Office Blocks -:- Lights (Incandescent) -:- Electricity,Office Blocks Lighting Incandescent ELC,PJ,GW,,,
DMD,C_OFFC-LT_FLU-ELC,Commercial,Office Blocks,Lights (Fluorescent),Electricity,Commercial -:- Office Blocks -:- Lights (Fluorescent)  -:- Electricity,Office Blocks Lighting Fluorescent ELC,PJ,GW,,,
DMD,C_OFFC-LT_LED-ELC,Commercial,Office Blocks,Lights (LED),Electricity,Commercial -:- Office Blocks -:- Lights (LED) -:- Electricity,Office Blocks Lighting LED ELC,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-COA,Commercial,Office Blocks,Boiler,Coal,Commercial -:- Office Blocks -:- Boiler -:- Coal,Office Blocks Boiler Systems COA,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-DSL,Commercial,Office Blocks,Boiler,Diesel,Commercial -:- Office Blocks -:- Boiler -:- Diesel,Office Blocks Boiler Systems DSL,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-FOL,Commercial,Office Blocks,Boiler,Fuel Oil,Commercial -:- Office Blocks -:- Boiler -:- Fuel Oil,Office Blocks Boiler Systems FOL,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-LPG,Commercial,Office Blocks,Boiler,LPG,Commercial -:- Office Blocks -:- Boiler -:- LPG,Office Blocks Boiler Systems LPG,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-NGA,Commercial,Office Blocks,Boiler,Natural Gas,Commercial -:- Office Blocks -:- Boiler -:- Natural Gas,Office Blocks Boiler Systems NGA,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-WOD,Commercial,Office Blocks,Boiler,Wood,Commercial -:- Office Blocks -:- Boiler -:- Wood,Office Blocks Boiler Systems WOD,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-PLT,Commercial,Office Blocks,Boiler,Wood,Commercial -:- Office Blocks -:- Boiler -:- Wood,Office Blocks Boiler Systems PLT,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-ELC,Commercial,Office Blocks,Boiler,Electricity,Commercial -:- Office Blocks -:- Boiler -:- Electricity,Office Blocks Boiler Systems ELC,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-BIG,Commercial,Office Blocks,Boiler,Biogas,Commercial -:- Office Blocks -:- Boiler -:- Biogas,Office Blocks Boiler Systems BIG,PJ,GW,,,
DMD,C_OFFC-SH_Boiler-H2R,Commercial,Office Blocks,Boiler,Green Hydrogen,Commercial -:- Office Blocks -:- Boiler -:- Green Hydrogen,Office Blocks Boiler Systems H2R,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-COA,Commercial,Office Blocks,Boiler,Coal,Commercial -:- Office Blocks -:- Boiler -:- Coal,Office Blocks Boiler Systems COA,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-DSL,Commercial,Office Blocks,Boiler,Diesel,Commercial -:- Office Blocks -:- Boiler -:- Diesel,Office Blocks Boiler Systems DSL,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-FOL,Commercial,Office Blocks,Boiler,Fuel Oil,Commercial -:- Office Blocks -:- Boiler -:- Fuel Oil,Office Blocks Boiler Systems FOL,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-LPG,Commercial,Office Blocks,Boiler,LPG,Commercial -:- Office Blocks -:- Boiler -:- LPG,Office Blocks Boiler Systems LPG,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-NGA,Commercial,Office Blocks,Boiler,Natural Gas,Commercial -:- Office Blocks -:- Boiler -:- Natural Gas,Office Blocks Boiler Systems NGA,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-WOD,Commercial,Office Blocks,Boiler,Wood,Commercial -:- Office Blocks -:- Boiler -:- Wood,Office Blocks Boiler Systems WOD,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-PLT,Commercial,Office Blocks,Boiler,Wood,Commercial -:- Office Blocks -:- Boiler -:- Wood,Office Blocks Boiler Systems PLT,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-ELC,Commercial,Office Blocks,Boiler,Electricity,Commercial -:- Office Blocks -:- Boiler -:- Electricity,Office Blocks Boiler Systems ELC,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-BIG,Commercial,Office Blocks,Boiler,Biogas,Commercial -:- Office Blocks -:- Boiler -:- Biogas,Office Blocks Boiler Systems BIG,PJ,GW,,,
DMD,C_OFFC-WH_Boiler-H2R,Commercial,Office Blocks,Boiler,Green Hydrogen,Commercial -:- Office Blocks -:- Boiler -:- Green Hydrogen,Office Blocks Boiler Systems H2R,PJ,GW,,,
DMD,C_OFFC-SH_AirHP-ELC,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_OFFC-SH_GHP-ELC,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump Ground Source (for Heating) ELC,PJ,GW,,,
DMD,C_OFFC-SH_RH-ELC,Commercial,Office Blocks,Resistance Heater,Electricity,Commercial -:- Office Blocks -:- Resistance Heater -:- Electricity,Office Blocks Resistance Heater ELC,PJ,GW,,,
DMD,C_OFFC-WH_AirHP-ELC,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump Air Source (for Heating) ELC,PJ,GW,,,
DMD,C_OFFC-WH_GHP-ELC,Commercial,Office Blocks,Heat Pump,Electricity,Commercial -:- Office Blocks -:- Heat Pump -:- Electricity,Office Blocks Heat Pump Ground Source (for Heating) ELC,PJ,GW,,,
DMD,C_OFFC-WH_Cylinder-ELC,Commercial,Office Blocks,Hot Water Cylinder,Electricity,Commercial -:- Office Blocks -:- Hot Water Cylinder -:- Electricity,Office Blocks Hot Water Cylinder ELC,PJ,GW,,,
DMD,C_OFFC-WH_Cylinder-NGA,Commercial,Office Blocks,Hot Water Cylinder,Natural Gas,Commercial -:- Office Blocks -:- Hot Water Cylinder -:- Natural Gas,Office Blocks Hot Water Cylinder NGA,PJ,GW,,,
