TimeSlice,Cset_CN,NI,SI,Attribute,Cset_set,Year
SPR-WE-N,C_OTH-SC,0.0142727000573908,0.0142727000573908,COM_FR,DEM,2020
SPR-WE-P,C_OTH-SC,0.00263300446351357,0.00263300446351357,COM_FR,DEM,2020
SUM-WK-D,C_EDU*,0.114421019032995,0.114421019032995,COM_FR,DEM,2020
SUM-WK-N,C_EDU*,0.100912066882655,0.100912066882655,COM_FR,DEM,2020
SUM-WK-P,C_EDU*,0.0104968488418978,0.0104968488418978,COM_FR,DEM,2020
SUM-WE-D,C_EDU*,0.0361530252899523,0.0361530252899523,COM_FR,DEM,2020
SUM-WE-N,C_EDU*,0.0368316404534802,0.0368316404534802,COM_FR,DEM,2020
SUM-WE-P,C_EDU*,0.00312962462681105,0.00312962462681105,COM_FR,DEM,2020
FAL-WK-D,C_EDU*,0.0961443042615913,0.0961443042615913,COM_FR,DEM,2020
FAL-WK-N,C_EDU*,0.0908815036105361,0.0908815036105361,COM_FR,DEM,2020
FAL-WK-P,C_EDU*,0.00894437032395024,0.00894437032395024,COM_FR,DEM,2020
FAL-WE-D,C_EDU*,0.0320487516767048,0.0320487516767048,COM_FR,DEM,2020
FAL-WE-N,C_EDU*,0.0339849078749439,0.0339849078749439,COM_FR,DEM,2020
FAL-WE-P,C_EDU*,0.00275252354992781,0.00275252354992781,COM_FR,DEM,2020
WIN-WK-D,C_EDU*,0.111448851049245,0.111448851049245,COM_FR,DEM,2020
WIN-WK-N,C_EDU*,0.11111273898588,0.11111273898588,COM_FR,DEM,2020
WIN-WK-P,C_EDU*,0.0098080509651886,0.0098080509651886,COM_FR,DEM,2020
WIN-WE-D,C_EDU*,0.0354162468821743,0.0354162468821743,COM_FR,DEM,2020
WIN-WE-N,C_EDU*,0.0405657705451522,0.0405657705451522,COM_FR,DEM,2020
WIN-WE-P,C_EDU*,0.00297493947310083,0.00297493947310083,COM_FR,DEM,2020
SPR-WK-D,C_EDU*,0.0472581794530217,0.0472581794530217,COM_FR,DEM,2020
SPR-WK-N,C_EDU*,0.0411413598305165,0.0411413598305165,COM_FR,DEM,2020
SPR-WK-P,C_EDU*,0.00411728319365483,0.00411728319365483,COM_FR,DEM,2020
SPR-WE-D,C_EDU*,0.0139635364675811,0.0139635364675811,COM_FR,DEM,2020
SPR-WE-N,C_EDU*,0.0143239068732454,0.0143239068732454,COM_FR,DEM,2020
SPR-WE-P,C_EDU*,0.0011685498557943,0.0011685498557943,COM_FR,DEM,2020
SUM-WK-D,C_OFFC*,0.111411803364774,0.111411803364774,COM_FR,DEM,2020
SUM-WK-N,C_OFFC*,0.0842775908383037,0.0842775908383037,COM_FR,DEM,2020
SUM-WK-P,C_OFFC*,0.00840109367977532,0.00840109367977532,COM_FR,DEM,2020
SUM-WE-D,C_OFFC*,0.0235987131383188,0.0235987131383188,COM_FR,DEM,2020
SUM-WE-N,C_OFFC*,0.023311145254179,0.023311145254179,COM_FR,DEM,2020
SUM-WE-P,C_OFFC*,0.00199900593540128,0.00199900593540128,COM_FR,DEM,2020
FAL-WK-D,C_OFFC*,0.105605249624833,0.105605249624833,COM_FR,DEM,2020
FAL-WK-N,C_OFFC*,0.0775674119653194,0.0775674119653194,COM_FR,DEM,2020
FAL-WK-P,C_OFFC*,0.00831993649458761,0.00831993649458761,COM_FR,DEM,2020
FAL-WE-D,C_OFFC*,0.0212815695472878,0.0212815695472878,COM_FR,DEM,2020
FAL-WE-N,C_OFFC*,0.021573589478314,0.021573589478314,COM_FR,DEM,2020
FAL-WE-P,C_OFFC*,0.00185234934061753,0.00185234934061753,COM_FR,DEM,2020
WIN-WK-D,C_OFFC*,0.140306024859621,0.140306024859621,COM_FR,DEM,2020
WIN-WK-N,C_OFFC*,0.102863164689293,0.102863164689293,COM_FR,DEM,2020
WIN-WK-P,C_OFFC*,0.0111261908941747,0.0111261908941747,COM_FR,DEM,2020
WIN-WE-D,C_OFFC*,0.0287367161180414,0.0287367161180414,COM_FR,DEM,2020
WIN-WE-N,C_OFFC*,0.028906608502582,0.028906608502582,COM_FR,DEM,2020
WIN-WE-P,C_OFFC*,0.00250272199186843,0.00250272199186843,COM_FR,DEM,2020
SPR-WK-D,C_OFFC*,0.0854805716195861,0.0854805716195861,COM_FR,DEM,2020
SPR-WK-N,C_OFFC*,0.0667302862989052,0.0667302862989052,COM_FR,DEM,2020
SPR-WK-P,C_OFFC*,0.00678493379731947,0.00678493379731947,COM_FR,DEM,2020
SPR-WE-D,C_OFFC*,0.0176221701482053,0.0176221701482053,COM_FR,DEM,2020
SPR-WE-N,C_OFFC*,0.0182564676700378,0.0182564676700378,COM_FR,DEM,2020
SPR-WE-P,C_OFFC*,0.00148468474865406,0.00148468474865406,COM_FR,DEM,2020
SUM-WK-D,C_WSR*,0.121758463087007,0.121758463087007,COM_FR,DEM,2020
SUM-WK-N,C_WSR*,0.0718401918083718,0.0718401918083718,COM_FR,DEM,2020
SUM-WK-P,C_WSR*,0.01092564192034,0.01092564192034,COM_FR,DEM,2020
SUM-WE-D,C_WSR*,0.0467789072997184,0.0467789072997184,COM_FR,DEM,2020
SUM-WE-N,C_WSR*,0.0268272312393909,0.0268272312393909,COM_FR,DEM,2020
SUM-WE-P,C_WSR*,0.00414828925816768,0.00414828925816768,COM_FR,DEM,2020
FAL-WK-D,C_WSR*,0.0895402661270061,0.0895402661270061,COM_FR,DEM,2020
FAL-WK-N,C_WSR*,0.0563085808082433,0.0563085808082433,COM_FR,DEM,2020
FAL-WK-P,C_WSR*,0.00822974307119868,0.00822974307119868,COM_FR,DEM,2020
FAL-WE-D,C_WSR*,0.0335924143717799,0.0335924143717799,COM_FR,DEM,2020
FAL-WE-N,C_WSR*,0.0204573377382575,0.0204573377382575,COM_FR,DEM,2020
FAL-WE-P,C_WSR*,0.00304574670408834,0.00304574670408834,COM_FR,DEM,2020
WIN-WK-D,C_WSR*,0.131429795840795,0.131429795840795,COM_FR,DEM,2020
WIN-WK-N,C_WSR*,0.0979761451327892,0.0979761451327892,COM_FR,DEM,2020
WIN-WK-P,C_WSR*,0.0124384932522503,0.0124384932522503,COM_FR,DEM,2020
WIN-WE-D,C_WSR*,0.0493303449361363,0.0493303449361363,COM_FR,DEM,2020
WIN-WE-N,C_WSR*,0.0364265352756572,0.0364265352756572,COM_FR,DEM,2020
WIN-WE-P,C_WSR*,0.00463476097854789,0.00463476097854789,COM_FR,DEM,2020
SPR-WK-D,C_WSR*,0.0718466162174389,0.0718466162174389,COM_FR,DEM,2020
SPR-WK-N,C_WSR*,0.0489403196868625,0.0489403196868625,COM_FR,DEM,2020
SPR-WK-P,C_WSR*,0.00668229641021596,0.00668229641021596,COM_FR,DEM,2020
SPR-WE-D,C_WSR*,0.0267142686687058,0.0267142686687058,COM_FR,DEM,2020
SPR-WE-N,C_WSR*,0.0176835464804002,0.0176835464804002,COM_FR,DEM,2020
SPR-WE-P,C_WSR*,0.00244406368663151,0.00244406368663151,COM_FR,DEM,2020
