TechName,*TechDesc,Comm-IN,Comm-OUT,EFF,AFA,AFA~LO,NCAP_LIFE,CAP2ACT,NCAP_PASTI,*NCAP_PASTI,ACT_BND,INVCOST,FIXOM,NCAP_BND,NCAP_BND~0,FLO_MARK,FLO_MARK~2030,FLO_MARK~2050,FLO_MARK~0
R_DDW-CK_Appl-ELC00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,RESELC,R_DDW-CK,0.75,0.0416,0.0312,13,31.536,1.3154059537975,,1.72567791381265,450.0,,,,,,,
R_DDW-CK_Appl-NGA00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,RESNGA,R_DDW-CK,0.4,0.0416,0.0312,13,31.536,0.0160722525523454,,0.0210851495500158,350,150,,,,,,
R_DDW-CK_Appl-LPG00,Detached dwellings - Heat/Cooling Devices - Cooking Appliances,RESLPG,R_DDW-CK,0.4,0.0416,0,13,31.536,0.00934897135707847,,0.01226489308582,350,150,,,,,,
R_DDW-RF_Refriger-ELC00,Detached dwellings - Heat/Cooling Devices - Refrigeration systems,RESELC,R_DDW-RF,1.8,1,0.75,18,31.536,0.162568986892703,,5.12677557064828,3280,,,,,,,
R_DDW-CD_Dryer-ELC00,Detached dwellings - Heat/Cooling Devices - Clothes Dryer,RESELC,R_DDW-CD,0.25,0.0059,0.004425,15,31.536,0.800950063144687,,0.149026691028852,1665.33333333333,,,,,,,
R_DDW-SC_HP-ELC00,Detached dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),RESELC,R_DDW-SC,3.45,0.0114,0.00855,12,31.536,2.94237405473912,,1.05781407336888,685.428571428571,,,,,,,
R_DDW-CW_Washer-ELC00,Detached dwellings - Heat/Cooling Devices - Clothes Washers,RESELC,R_DDW-CW,0.25,0.0416,0.0312,15,31.536,0.367669382017012,,0.482344579861601,3994.66666666667,,,,,,,
R_DDW-DW_Dwash-ELC00,Detached dwellings - Heat/Cooling Devices - Dishwashers,RESELC,R_DDW-DW,0.25,0.0416,0.0312,15,31.536,0.122107965250348,,0.160193146552814,2640,,,,,,,
R_DDW-LT_LED-ELC00,Detached dwellings - Electronics and Lights - LED,RESELC,R_DDW-LT,0.95,0.1666,0,14,31.536,0.00254742885017798,,0.0133839303221209,1148.32535885167,,,,,,,
R_DDW-LT_Incan-ELC00,Detached dwellings - Electronics and Lights - Incandescent,RESELC,R_DDW-LT,0.15,0.1666,0.12495,1,31.536,0.0457065117850927,,0.240137332572071,777.777777777778,,,,,,,
R_DDW-LT_CFL-ELC00,Detached dwellings - Electronics and Lights - Fluorescent,RESELC,R_DDW-LT,0.68,0.1666,0.12495,7,31.536,0.0464930452407675,,0.24426969880716,1176.47058823529,,,,,,,
R_DDW-OTH_Elec-ELC00,Detached dwellings - Electronics and Lights - Electronics,RESELC,R_DDW-OTH,0.9,0.1666,0.12495,5,31.536,0.354461147801322,,1.86230257372661,733.333333333333,,,,,,,
R_DDW-MPS_Motor-ELC00,Detached dwellings - Stationary Motors - Electric Motor,RESELC,R_DDW-MPS,0.75,0.0029,0.002175,15,31.536,1.61488810335574,,0.147688622559537,153.333333333333,,,,,,,
R_DDW-MPM_ICE-PET00,Detached dwellings - Stationary Motors - Internal Combustion (Domestic Use),RESPET,R_DDW-MPM,0.25,0.0029,0,10,31.536,0.000405037787237886,,3.70424878091685e-05,1466.66666666667,,,,,,,
R_DDW-UNAL_OTH-GEO00,Detached dwellings - Unallocated - Unallocated,RESGEO,R_DDW-UNAL,0.4,1,0,20,31.536,0.00277397260273973,,0.08748,,,,,,,,
R_JDW-SH_Burner-NGA00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESNGA,R_JDW-SH,0.8,0.0821,0.061575,20,31.536,0.0868292929951197,,0.224810208737705,807.462686567164,150,,,,,,
R_JDW-SH_Burner-LPG00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESLPG,R_JDW-SH,0.8,0.0821,0.061575,20,31.536,0.0336822780099077,,0.087206974616209,807.462686567164,150,,,,,,
R_JDW-SH_Burner-DSL00,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),RESDSL,R_JDW-SH,0.8,0.0045,0.003375,5,31.536,0.0564110285867763,,0.0080054018888066,,,0,5,,,,
R_JDW-SH_HP-ELC00,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Heating),RESELC,R_JDW-SH,3.75,0.0821,0.061575,12,31.536,0.668390674361264,,1.73053403797653,702.8125,,,,,,,
R_JDW-SH_RH-ELC00,Joined dwellings - Heat/Cooling Devices - Resistance Heater,RESELC,R_JDW-SH,1,0.0821,0.061575,5,31.536,0.148228085159207,,0.383778165362981,24,,,,,,,
R_JDW-WH_HWC-SOL00,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,RESSOL,R_JDW-WH,0.6,0.0833,,20,31.536,0.0119370541214673,,0.0313580299999237,2121,,0,5,,,,
R_JDW-WH_HWC-ELC00,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,RESELC,R_JDW-WH,1,0.0833,0.062475,20,31.536,0.826030590855487,,2.16994006941111,757.6,,,,,,,
R_JDW-WH_Gasheat-NGA00,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,RESNGA,R_JDW-WH,0.8,0.028,0.021,20,31.536,0.803622358384704,,0.70960497143256,250,150,,,,,,
R_JDW-WH_Gasheat-LPG00,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,RESLPG,R_JDW-WH,0.8,0.028,0.021,20,31.536,0.299242417620996,,0.264233448698681,250,150,,,,,,
R_JDW-CK_Appl-ELC00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,RESELC,R_JDW-CK,0.75,0.028,0.021,13,31.536,0.428996506186223,,0.378807346934484,450.0,,,,,,,
R_JDW-CK_Appl-NGA00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,RESNGA,R_JDW-CK,0.4,0.028,0,13,31.536,0.00524168236550359,,0.00462844746219859,350,150,,,,,,
R_JDW-CK_Appl-LPG00,Joined dwellings - Heat/Cooling Devices - Cooking Appliances,RESLPG,R_JDW-CK,0.4,0.028,0,13,31.536,0.00304900250530504,,0.00269229360420439,350,150,,,,,,
R_JDW-RF_Refriger-ELC00,Joined dwellings - Heat/Cooling Devices - Refrigeration systems,RESELC,R_JDW-RF,1.8,1,0.75,18,31.536,0.0356858751715689,,1.1253897594106,3280,,,,,,,
R_JDW-CD_Dryer-ELC00,Joined dwellings - Heat/Cooling Devices - Clothes Dryer,RESELC,R_JDW-CD,0.25,0.0059,0.004425,15,31.536,0.175818306543956,,0.0327131760795041,1665.33333333333,,,,,,,
R_JDW-SC_HP-ELC00,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),RESELC,R_JDW-SC,3.45,0.0114,0.00855,12,31.536,0.645886987625661,,0.232203089276096,899.6,,,,,,,
R_JDW-CW_Washer-ELC00,Joined dwellings - Heat/Cooling Devices - Clothes Washers,RESELC,R_JDW-CW,0.25,0.0416,0.0312,15,31.536,0.0807079131256856,,0.105880517530595,3994.66666666667,,,,,,,
R_JDW-DW_Dwash-ELC00,Joined dwellings - Heat/Cooling Devices - Dishwashers,RESELC,R_JDW-DW,0.25,0.0416,0.0312,15,31.536,0.0268041874939787,,0.0351643492433007,2640,,,,,,,
R_JDW-LT_LED-ELC00,Joined dwellings - Electronics and Lights - LED,RESELC,R_JDW-LT,0.9,0.1666,0,14,31.536,0.000529760556776423,,0.00278330771782231,1148.32535885167,,,,,,,
R_JDW-LT_Incan-ELC00,Joined dwellings - Electronics and Lights - Incandescent,RESELC,R_JDW-LT,0.1,0.1666,0,1,31.536,0.0066887578222087,,0.0351420486690835,777.777777777778,,,,,,,
R_JDW-LT_CFL-ELC00,Joined dwellings - Electronics and Lights - Fluorescent,RESELC,R_JDW-LT,0.8,0.1666,0.12495,7,31.536,0.0120068122573001,,0.0630825621022795,1176.47058823529,,,,,,,
R_JDW-OTH_Elec-ELC00,Joined dwellings - Electronics and Lights - Electronics,RESELC,R_JDW-OTH,0.9,0.1666,0.12495,5,31.536,0.0778085446393147,,0.408798125939988,733.333333333333,,,,,,,
R_JDW-MPS_Motor-ELC00,Joined dwellings - Stationary Motors - Electric Motor,RESELC,R_JDW-MPS,0.75,0.0029,0.002175,15,31.536,0.354487632443943,,0.0324194537325813,153.333333333333,,,,,,,
R_JDW-MPM_ICE-PET00,Joined dwellings - Stationary Motors - Internal Combustion (Domestic Use),RESPET,R_JDW-MPM,0.25,0.0029,0,10,31.536,8.89107337839262e-05,,8.1312778117687e-06,1466.66666666667,,,,,,,
R_JDW-UNAL_OTH-GEO00,Joined dwellings - Unallocated - Unallocated,RESGEO,R_JDW-UNAL,0.4,1,0,20,31.536,0.000650684931506849,,0.02052,,,,,,,,
