TechName,*TechDesc,Comm-IN,Comm-OUT,*Delivered energy,EFF,*Share~UP~2018,Life,INVCOST,FIXOM,AFA,CAP2ACT,PRC_RESID,*ACT_BND~Total,*NI Split,ACT_BND
C_WSR-CK_Elements-ELC00,WSR Cooking Elements ELC,COMELC,C_WSR-CK,0.434747324,0.74,,15,312,0,0.483,31.536,0.0161787017562209,0.32171301976,0.766,0.24643217313616
C_WSR-CK_Ovens-ELC00,WSR Cooking Ovens ELC,COMELC,C_WSR-CK,0.678161098,0.65,,20,1225,0,0.483,31.536,0.0221677319774279,0.4408047137,0.766,0.3376564106942
C_WSR-CK_Ovens-LPG00,WSR Cooking Ovens LPG,COMLPG,C_WSR-CK,1.060881772,0.3,,20,824,0,0.483,31.536,0.0160052799236444,0.3182645316,0.766,0.2437906312056
C_WSR-CK_Ovens-NGA00,WSR Cooking Ovens NGA,COMNGA,C_WSR-CK,0.879472629,0.3,,20,824,0,0.483,31.536,0.0173216733670836,0.2638417887,1,0.2638417887
C_WSR-LT_INC-ELC00,WSR Lighting Incandescent ELC,COMELC,C_WSR-LT,0.02603065349,0.015,0.01,1,22,0,0.483,31.536,1.96359248833828e-05,0.00039045980235,0.766,0.0002990922086001
C_WSR-LT_FLU-ELC00,WSR Lighting Fluorescent ELC,COMELC,C_WSR-LT,2.10848293269,0.135,0.81,5,333,0,0.483,31.536,0.0143145892399861,0.28464519591315,0.766,0.218038220069473
C_WSR-LT_LED-ELC00,WSR Lighting LED ELC,COMELC,C_WSR-LT,0.46855176282,0.25,0.18,20,1000,0,0.483,31.536,0.00589077746501484,0.117137940705,0.766,0.08972766258003
C_WSR-SH_Boiler-COA00,WSR Boiler Systems COA,COMCOA,C_WSR-SH,0.003803082,0.75,,25,800,15,0.1,31.536,0.000692817925228311,0.0028523115,0.766,0.002184870609
C_WSR-SH_Boiler-DSL00,WSR Boiler Systems DSL,COMDSL,C_WSR-SH,0.019841256,0.85,,25,380,3,0.1,31.536,0.00409647443607306,0.0168650676,0.766,0.0129186417816
C_WSR-SH_Boiler-FOL00,WSR Boiler Systems FOL,COMFOL,C_WSR-SH,0.017024308,0.84,,25,380,3,0.1,31.536,0.00347352890015221,0.01430041872,0.766,0.01095412073952
C_WSR-SH_Boiler-LPG00,WSR Boiler Systems LPG,COMLPG,C_WSR-SH,0.040573375,0.85,,25,250,2,0.1,31.536,0.00837687863473491,0.03448736875,0.766,0.0264173244625
C_WSR-SH_Boiler-NGA00,WSR Boiler Systems NGA,COMNGA,C_WSR-SH,0.815030231,0.85,,25,250,2,0.1,31.536,0.219677732226662,0.69277569635,1,0.69277569635
C_WSR-SH_HeatHD-COA00,WSR Burner (Direct Heat) COA,COMCOA,C_WSR-SH,0.313149946,0.77,,12.5,500,0,0.1,31.536,0.0585686520642187,0.24112545842,0.766,0.18470210114972
C_WSR-SH_HeatHD-FOL00,WSR Burner (Direct Heat) FOL,COMFOL,C_WSR-SH,0.007537775,0.75,,12.5,250,0,0.1,31.536,0.00137317723791857,0.00565333125,0.766,0.0043304517375
C_WSR-SH_HeatHD-LPG00,WSR Burner (Direct Heat) LPG,COMLPG,C_WSR-SH,0.559235116,0.8,,12.5,300,0,0.1,31.536,0.108669228527651,0.4473880928,0.766,0.3426992790848
C_WSR-SH_HeatHD-NGA00,WSR Burner (Direct Heat) NGA,COMNGA,C_WSR-SH,0.935960602,0.8,,12.5,300,0,0.1,31.536,0.237432927955353,0.7487684816,1,0.7487684816
C_WSR-SH_AirHP-ELC00,WSR Heat Pump Air Source (for Heating) ELC,COMELC,C_WSR-SH,0.292410041,3.5,,10,1718,0,0.1,31.536,0.248589332800926,1.0234351435,0.766,0.783951319921
C_WSR-SH_RH-ELC00,WSR Resistance Heater ELC,COMELC,C_WSR-SH,1.927102334,0.99,,10,80,0,0.1,31.536,0.463406514448744,1.90783131066,0.766,1.46139878396556
C_WSR-SH_DirectH-GEO00,WSR Direct Heat GEO,COMGEO,C_WSR-SH,0.202126270251111,1,,10,100,0,0.1,31.536,0.0640938198411693,0.202126270251111,1,0.202126270251111
C_WSR-WH_Boiler-COA00,WSR Boiler Systems COA,COMCOA,C_WSR-WH,0.012715192,0.75,,25,800,15,0.483,31.536,0.000479577961970309,0.009536394,0.766,0.007304877804
C_WSR-WH_Cylinder-ELC00,WSR Hot Water Cylinder ELC,COMELC,C_WSR-WH,2.217952841,0.9,,15,655,0,0.483,31.536,0.100385237114756,1.9961575569,0.766,1.5290566885854
C_WSR-WH_Cylinder-NGA00,WSR Hot Water Cylinder NGA,COMNGA,C_WSR-WH,0.878416029,0.6,,15,316,0,0.483,31.536,0.0346017261550242,0.5270496174,1,0.5270496174
C_WSR-MPM_-DSL00,WSR Motive power - mobile DSL,COMDSL,C_WSR-MPM,0.32058760663,0.16,,20,929,7,0.483,31.536,0.00257953689447906,0.0512940170608,0.766,0.0392912170685728
C_WSR-MPM_-PET00,WSR Motive power - mobile PET,COMPET,C_WSR-MPM,0.0266315328,0.14,,20,650,7,0.483,31.536,0.000187499118787638,0.003728414592,0.766,0.002855965577472
C_WSR-MPM_-LPG00,WSR Motive power - mobile LPG,COMLPG,C_WSR-MPM,0.018282493,0.14,,20,681,7,0.483,31.536,0.000128717762979875,0.00255954902,0.766,0.00196061454932
C_WSR-MPS_-ELC00,WSR Motive power Stationery ELC,COMELC,C_WSR-MPS,1.45923975,0.86,,10,187,0,0.483,31.536,0.0631102840114108,1.254946185,0.766,0.96128877771
C_WSR-RF_Refriger-ELC00,WSR Refrigeration Systems ELC,COMELC,C_WSR-RF,5.263127368,1.8,,8,7500,5,0.483,31.536,0.476421571311344,9.4736292624,0.766,7.2568000149984
C_WSR-SC_AIRHP-ELC00,WSR Heat Pump Air Source (for Cooling) ELC,COMELC,C_WSR-SC,0.35709882,3.5,,10,1718,0,0.2415,31.536,0.125707586140339,1.24984587,0.766,0.95738193642
\I:,,,,,,,,,,,,,,,
C_OTH-OTH_Elec-ELC00,Other Electronics ELC,COMELC,C_OTH-OTH,0.344764097,0.9,,4,5000,0,0.54913291608481,31.536,0.0136890659922952,0.3102876873,0.764,0.2370597930972
C_OTH-LT_INC-ELC00,Other Lighting Incandescent ELC,COMELC,C_OTH-LT,0.00870382406,0.015,0.01,1,22,0,0.54913291608481,31.536,5.75984288868044e-06,0.0001305573609,0.764,9.97458237276e-05
C_OTH-LT_FLU-ELC00,Other Lighting Fluorescent ELC,COMELC,C_OTH-LT,0.70500974886,0.135,0.81,5,333,0,0.54913291608481,31.536,0.00419892546584804,0.0951763160961,0.764,0.0727147054974204
C_OTH-LT_LED-ELC00,Other Lighting LED ELC,COMELC,C_OTH-LT,0.15666883308,0.25,0.18,20,1000,0,0.54913291608481,31.536,0.00172795286660413,0.03916720827,0.764,0.02992374711828
C_OTH-SH_Boiler-COA00,Other Boiler Systems COA,COMCOA,C_OTH-SH,0.071069505,0.75,,25,800,15,0.1,31.536,0.0129131235302511,0.05330212875,0.764,0.040722826365
C_OTH-SH_Boiler-DSL00,Other Boiler Systems DSL,COMDSL,C_OTH-SH,0.016881726,0.85,,25,380,3,0.1,31.536,0.00347634223249619,0.0143494671,0.764,0.0109629928644
C_OTH-SH_Boiler-FOL00,Other Boiler Systems FOL,COMFOL,C_OTH-SH,0.007875074,0.84,,25,380,3,0.1,31.536,0.001602583552207,0.00661506216,0.764,0.00505390749024
C_OTH-SH_Boiler-NGA00,Other Boiler Systems NGA,COMNGA,C_OTH-SH,0.928864906,0.85,,25,250,2,0.1,31.536,0.250359960077372,0.7895351701,1,0.7895351701
C_OTH-SH_Burner-NGA00,Other Burner (Direct Heat) NGA,COMNGA,C_OTH-SH,0.323880314,0.8,,12.5,300,0,0.1,31.536,0.0821614190766109,0.2591042512,1,0.2591042512
C_OTH-SH_AirHP-ELC00,Other Heat Pump Air Source (for Heating) ELC,COMELC,C_OTH-SH,0.27297176,3.5,,10,1718,0,0.1,31.536,0.231458170421106,0.95540116,0.764,0.72992648624
C_OTH-SH_RH-ELC00,Other Resistance Heater ELC,COMELC,C_OTH-SH,0.427396344,0.99,,10,80,0,0.1,31.536,0.102506817208219,0.42312238056,0.764,0.32326549874784
C_OTH-WH_Boiler-FOL00,Other Boiler Systems FOL,COMFOL,C_OTH-WH,0.00127491,0.84,,25,380,3,0.54913291608481,31.536,4.72463310159816e-05,0.0010709244,0.764,0.0008181862416
C_OTH-WH_Boiler-COA00,Other Boiler Systems COA,COMCOA,C_OTH-WH,0.023116087,0.75,,25,800,15,0.54913291608481,31.536,0.000764865123669954,0.01733706525,0.764,0.013245517851
C_OTH-WH_Cylinder-ELC00,Other Hot Water Cylinder ELC,COMELC,C_OTH-WH,0.100498024,0.9,,15,655,0,0.54913291608481,31.536,0.00399033453483781,0.0904482216,0.764,0.0691024413024
C_OTH-WH_Cylinder-NGA00,Other Hot Water Cylinder NGA,COMNGA,C_OTH-WH,0.055481543,0.6,,15,316,0,0.54913291608481,31.536,0.00192227579436878,0.0332889258,1,0.0332889258
C_OTH-WH_DirectH-GEO00,Other Direct Heat GEO,COMGEO,C_OTH-WH,2.13063138983244,1,,10,100,0,0.54913291608481,31.536,0.12303374317345,2.13063138983244,1,2.13063138983244
C_OTH-MPM_-DSL00,Other Motive power - mobile DSL,COMDSL,C_OTH-MPM,0.7680138293,0.16,,20,929,7,0.1,31.536,0.0297697902377067,0.122882212688,0.764,0.093882010493632
C_OTH-MPM_-PET00,Other Motive power - mobile PET,COMPET,C_OTH-MPM,0.1864207296,0.14,,20,650,7,0.1,31.536,0.00632279339105023,0.026098902144,0.764,0.019939561238016
C_OTH-MPM_-FOL00,Other Motive power - mobile FOL,COMFOL,C_OTH-MPM,0.075248107,0.15,,20,9000,5,0.1,31.536,0.0027344726858828,0.01128721605,0.764,0.0086234330622
C_OTH-MPS_-ELC00,Other Motive power Stationery ELC,COMELC,C_OTH-MPS,0.374239068,0.86,,10,187,0,0.54913291608481,31.536,0.014198970237136,0.32184559848,0.764,0.24589003723872
C_OTH-SC_AIRHP-ELC00,Other Heat Pump Air Source (for Cooling) ELC,COMELC,C_OTH-SC,0.377888493,3.5,,10,1718,0,0.274566458042405,31.536,0.116700033907024,1.3226097255,0.764,1.010473830282
