TechName,*TechDesc,Comm-IN,Comm-OUT,START,EFF,EFF~2030,EFF~2050,CEFF,CEFF~2030,CEFF~2050,AFA,AFA~2050,Life,INVCOST,INVCOST~2030,INVCOST~2040,INVCOST~2050,INVCOST~0,FIXOM,CAP2ACT,Share
T_C_CPHEVDSL,PHEV,,T_C_Car,2020,,,,,,,0.18,0.21,22.051404093,115.048228048595,89.1865072080581,89.0386126320237,90.9763578764396,5,1.24308378310627,0.08,
,,TRADSL,,,,,,0.242329128781387,0.260051352178533,0.289453469621292,,,,,,,,,,,0
,,TRAELC,,,,,,1.32866359320443,1.15239602964443,1.25227260001938,,,,,,,,,,,0
T_P_McyICEPET,ICE,TRAPET,T_P_Mcy,2020,0.586029893127309,0.612754249861685,0.671208334483687,,,,0.03,0.03,12.14726436,10,10.2307692307692,10.5384615384615,10.7692307692308,5,0.5,0.08,
T_P_McyBEVELC,BEV,TRAELC,T_P_Mcy,2020,5.78742352938327,4.98664364845384,4.7639962332594,,,,0.03,0.03,12.14726436,12.8620998869352,11.1739492767749,11.1739492767749,11.0935611524816,5,0.25,0.08,
T_F_MTrICEDSL,ICE,TRADSL,T_F_MTrk,2020,0.131872336742822,0.137057123605487,0.138913731579952,,,,0.12,0.12,21.981385163,122,122,122,122,5,3.80136125090833,0.08,
T_F_MTrBEVELC,BEV,TRAELC,T_F_MTrk,2020,0.196078431372549,,,,,,0.12,0.12,21.981385163,198,127,116,116,5,3.53362187953435,0.08,
T_F_MTrFCH2R,FC,TRAH2R,T_F_MTrk,2020,0.128205128205128,,,,,,0.12,0.12,21.981385163,523,244,205,205,5,3.85250575963891,0.08,
T_F_HTrICEDSL,ICE,TRADSL,T_F_HTrk,2020,0.0491350971907008,0.0494049699550213,0.0505775665649816,,,,0.2,0.22,21.981385163,250,250,250,250,5,16.444704017309,0.08,
T_F_HTrBEVELC,BEV,TRAELC,T_F_HTrk,2023,0.178388,,,,,,0.2,0.22,21.981385163,501,317,286,286,5,15.1418102761285,0.08,
T_F_HTrFCH2R,FC,TRAH2R,T_F_HTrk,2023,0.095545,,,,,,0.2,0.22,21.981385163,727,361,307,307,5,14.9195348626022,0.08,
T_F_VHTICEDSL,ICE,TRADSL,T_F_VHTrk,2020,0.05,,,,,,1.46,1.55,21.981385163,350,350,350,350,5,25,0.08,
T_F_VHTBEVELC,BEV,TRAELC,T_F_VHTrk,2023,0.163288,,,,,,1.22,1.44,21.981385163,955,538,455,455,5,17,0.08,
T_F_VHTFCH2R,FC,TRAH2R,T_F_VHTrk,2023,0.092196,,,,,,1.46,1.55,21.981385163,817,404,339,339,5,19,0.08,
T_P_BusICEDSL,ICE,TRADSL,T_P_Bus,2020,0.0732005477545315,0.0778105387304887,0.0802383611956865,,,,0.34,0.34,26.248,437,437,437,437,5,18.7441995049423,0.08,
T_P_BusBEVELC,BEV,TRAELC,T_P_Bus,2020,0.265481325150927,0.311384631481041,0.337359295474851,,,,0.34,0.34,30,725.46645,452.370328,452.370328,452.370328,5,14.4185060203493,0.08,
T_P_BusFCH2R,FC,TRAH2R,T_P_Bus,2020,0.161290322580645,0.175746924428822,0.205338809034908,,,,0.34,0.34,30,683.9038221,434.5664206,432.01834646747,429.47027233494,5,29.3827992239637,0.08,
