TechName,LimType,Comm-IN,Comm-OUT,PASTI~1970,PASTI~2000,PASTI~2005,PASTI~2015,NCAP_PASTI~2018,*RESID~2018,*RESID~2016,*RESID~2035,*Share-I,Share-I~2018,Share-I~0,EFF~2018,*AFA,AFA~2018,*ACT_BND~2015,ACT_BND~2018,ACT_BND~FX~2018,ACT_BND~0,FIXOM,VAROM,LIFE,CAP2ACT,Peak,NCAP_BND,NCAP_BND~2021,NCAP_BND~0,ENV_ACT~ELCCO2
ELCTECOA00,LO,ELCCOA,ELC,,,,,,,,,,,,,,,,5.32500000000000000000,,,,,,,,,,,
ELCTENGACCGT00,,ELCNGA,ELC,,0.38500000000000000000,0.40300000000000000000,,,0.78800000000000000000,0.00000000000000000000,,,,,0.51000000000000000000,0.64804329499838700000,0.64804329499838700000,16.10411436064250000000,,,,36.00000000000000000000,1.11111111111111000000,25.00000000000000000000,31.53600000000000000000,0.97000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,
\I:,LO,ELCNGA,ELC,,,,,,,,,,,,,,,,13.61161826864350000000,,,,,,,,,,,
ELCTENGAOCGT00,,ELCNGA,ELC,,,0.05100000000000000000,0.30200000000000000000,,0.35300000000000000000,0.00000000000000000000,,,,,0.40092071138138600000,0.34098227767191700000,0.34098227767191700000,3.79588563935753000000,,,1.00000000000000000000,25.20000000000000000000,1.11111111111111000000,25.00000000000000000000,31.53600000000000000000,0.97000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,
\I:,LO,ELCNGA,ELC,,,,,,,,,,,,,,,,3.20838173135647000000,,,,,,,,,,,
ELCTEDSL00,,ELCOIL,ELC,,,0.15500000000000000000,,,0.15500000000000000000,0.00000000000000000000,,,,,0.33426897331911400000,0.05000000000000000000,0.05000000000000000000,0.00558000000000000000,0.04200000000000000000,,,21.00000000000000000000,2.77777777777778000000,30.00000000000000000000,31.53600000000000000000,0.97000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,
ELCREWind00,,ELCWIN,ELC,,0.04125000000000000000,0.36265000000000000000,0.17270000000000000000,0.13300000000000000000,0.70960000000000000000,0.00000000000000000000,,,,,1.00000000000000000000,0.39737877448748400000,0.37534432673448000000,7.22579957278803000000,6.82513271944231000000,,1.00000000000000000000,61.51000000000000000000,0.83333333333333300000,25.00000000000000000000,31.53600000000000000000,0.25000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,
ELCREGEO00,,ELCGEO,ELC,,0.44640000000000000000,0.10830000000000000000,0.43600000000000000000,0.02500000000000000000,1.01570000000000000000,0.00000000000000000000,,,,,0.15688835212020000000,0.93000000000000000000,0.93000000000000000000,28.28000000000000000000,28.40000000000000000000,,1.00000000000000000000,107.64000000000000000000,0.00000000000000000000,40.00000000000000000000,31.53600000000000000000,0.92300000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,23.89285714285710000000
\I:,FX,ELCGEO,ELC,,,,,,,,,,,,,,,,28.40000000000000000000,,,,,,,,,,,
ELCREBIG00,,ELCBIG,ELC,,0.03000000000000000000,,0.00500000000000000000,,0.03500000000000000000,0.00000000000000000000,,,,,0.29696323863804300000,0.80588171341596000000,0.88787417554540800000,0.88950000000000000000,0.98000000000000000000,,,36.00000000000000000000,1.11111111111111000000,30.00000000000000000000,31.53600000000000000000,0.66000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,
ELCRESOL00,,ELCSOL,ELCDD,,,,0.02641400000000000000,0.09115300000000000000,0.11756700000000000000,0.00000000000000000000,,,,,1.00000000000000000000,,,,,,,41.00000000000000000000,1.11111111111111000000,20.00000000000000000000,31.53600000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,5.00000000000000000000,
