Sets,Region,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,,AFORE-MoTP-Mob-CY-_DSL00,Agriculture,Forestry,Cable Yarder (Forestry),Diesel,Agriculture -:- Forestry -:- Cable Yarder (Forestry) -:- Diesel,Forestry and Logging-Cable Yarding,PJ,GW,,,
DMD,,AFORE-LIG-LT_ELC00,Agriculture,Forestry,Lights (General),Electricity,Agriculture -:- Forestry -:- Lights (General) -:- Electricity,Forestry and Logging-Light,PJ,GW,,,
DMD,,AFISH-BOAT-Boat_DSL00,Agriculture,Fishing,Fishing Boat (Non-Hybrid),Diesel,Agriculture -:- Fishing -:- Fishing Boat (Non-Hybrid) -:- Diesel,"Fishing, Hunting and Trapping-Boat",PJ,GW,,,
DMD,,AFISH-BOAT-Boat_FOL00,Agriculture,Fishing,Fishing Boat (Non-Hybrid),Fuel Oil,Agriculture -:- Fishing -:- Fishing Boat (Non-Hybrid) -:- Fuel Oil,"Fishing, Hunting and Trapping-Boat",PJ,GW,,,
DMD,,AFISH-RFGR-RF_ELC00,Agriculture,Fishing,Refrigerator,Electricity,Agriculture -:- Fishing -:- Refrigerator -:- Electricity,"Fishing, Hunting and Trapping-Refrigeration",PJ,GW,,,
DMD,,AFISH-LIG-LT_ELC00,Agriculture,Fishing,Lights (General),Electricity,Agriculture -:- Fishing -:- Lights (General) -:- Electricity,"Fishing, Hunting and Trapping-Light",PJ,GW,,,
DMD,,AOTH-ELC-_ELC00,Agriculture,Other (Agriculture),Other,Electricity,Agriculture -:- Other (Agriculture) -:- Other -:- Electricity,Other-Electricity,PJ,Pja,,,
DMD,,AOTH-FOL-_FOL00,Agriculture,Other (Agriculture),Other,Fuel Oil,Agriculture -:- Other (Agriculture) -:- Other -:- Fuel Oil,Other-Fuel Oil,PJ,Pja,,,
DMD,,AOTH-LPG-_LPG00,Agriculture,Other (Agriculture),Other,LPG,Agriculture -:- Other (Agriculture) -:- Other -:- LPG,Other-LPG,PJ,Pja,,,
DMD,,AOTH-PET-_PET00,Agriculture,Other (Agriculture),Other,Petrol,Agriculture -:- Other (Agriculture) -:- Other -:- Petrol,Other-Petrol,PJ,Pja,,,
