Sets,TechName,* Sector,* Subsector,* Technology,* Fuel,TechDesc,* OLD TechDesc,Tact,Tcap,Tslvl,PrimaryCG,Vintage
DMD,R_DDW-WH_Gasheat-NGA,Residential,Detached Dwellings,Gas Water Heater,Natural Gas,Residential -:- Detached Dwellings -:- Gas Water Heater -:- Natural Gas,Detached dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_DDW-WH_Gasheat-LPG,Residential,Detached Dwellings,Gas Water Heater,LPG,Residential -:- Detached Dwellings -:- Gas Water Heater -:- LPG,Detached dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_DDW-WH_HP-ELC,Residential,Detached Dwellings,Heat Pump,Electricity,Residential -:- Detached Dwellings -:- Heat Pump -:- Electricity,Detached dwellings - Heat/Cooling Devices - Heat Pump (Water Heating),PJ,GW,,,
DMD,R_DDW-RF_Refriger-ELC,Residential,Detached Dwellings,Refrigerator,Electricity,Residential -:- Detached Dwellings -:- Refrigerator -:- Electricity,Detached dwellings - Heat/Cooling Devices - Refrigeration systems,PJ,GW,,,
DMD,R_DDW-CK_IndCook-ELC,Residential,Detached Dwellings,Induction Cooktop,Electricity,Residential -:- Detached Dwellings -:- Induction Cooktop -:- Electricity,Detached dwellings - Heat/Cooling Devices - Induction Cooktops,PJ,GW,,,
DMD,R_DDW-DW_Dwash-ELC,Residential,Detached Dwellings,Dishwasher,Electricity,Residential -:- Detached Dwellings -:- Dishwasher -:- Electricity,Detached dwellings - Heat/Cooling Devices - Dishwashers,PJ,GW,,,
DMD,R_DDW-CW_Washer-ELC,Residential,Detached Dwellings,Clothes Washer,Electricity,Residential -:- Detached Dwellings -:- Clothes Washer -:- Electricity,Detached dwellings - Heat/Cooling Devices - Clothes Washers,PJ,GW,,,
DMD,R_DDW-CD_Hpdryer-ELC,Residential,Detached Dwellings,Heat Pump Dryer,Electricity,Residential -:- Detached Dwellings -:- Heat Pump Dryer -:- Electricity,Detached dwellings - Heat/Cooling Devices - Heat Pump Dryer,PJ,GW,,,
DMD,R_JDW-SH_HP-ELC,Residential,Joined Dwellings,Heat Pump,Electricity,Residential -:- Joined Dwellings -:- Heat Pump -:- Electricity,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Heating),PJ,GW,,,
DMD,R_JDW-SC_HP-ELC,Residential,Joined Dwellings,Heat Pump,Electricity,Residential -:- Joined Dwellings -:- Heat Pump -:- Electricity,Joined dwellings - Heat/Cooling Devices - Heat Pump (for Cooling),PJ,GW,,,
\I:,\I:,,,,,,Joined dwellings - Heat/Cooling Devices - Ground Source Heat Pump (for Heating),PJ,GW,,,
\I:,\I:,,,,,,Joined dwellings - Heat/Cooling Devices - Ground Source Heat Pump (for Cooling),PJ,GW,,,
\I:,\I:,,,,,,Joined dwellings - Heat/Cooling Devices - Water Source Heat Pump (for Heating),PJ,GW,,,
\I:,\I:,,,,,,Joined dwellings - Heat/Cooling Devices - Water Source Heat Pump (for Cooling),PJ,GW,,,
DMD,R_JDW-SH_DUCHP-ELC,Residential,Joined Dwellings,Heat Pump (Ducted),Electricity,Residential -:- Joined Dwellings -:- Heat Pump (Ducted) -:- Electricity,Joined dwellings - Heat/Cooling Devices - Ducted Heat Pump (for Heating),PJ,GW,,,
\I:,R_JDW-SH_DUCHP-ELC,,,,,,Joined dwellings - Heat/Cooling Devices - Ducted Heat Pump (for Cooling),PJ,GW,,,
DMD,R_JDW-SH_MSHP-ELC,Residential,Joined Dwellings,Heat Pump (Multi-Split),Electricity,Residential -:- Joined Dwellings -:- Heat Pump (Multi-Split) -:- Electricity,Joined dwellings - Heat/Cooling Devices - Multi-Split Heat Pump (for Heating),PJ,GW,,,
\I:,R_JDW-SH_MSHP-ELC,,,,,,Joined dwellings - Heat/Cooling Devices - Multi-Split Heat Pump (for Cooling),PJ,GW,,,
DMD,R_JDW-SH_Centrgasheat-NGA,Residential,Joined Dwellings,Central Gas Heater,Natural Gas,Residential -:- Joined Dwellings -:- Central Gas Heater -:- Natural Gas,Joined dwellings - Heat/Cooling Devices - Centralised Gas Heating,PJ,GW,,,
DMD,R_JDW-WH_HWC-SOL,Residential,Joined Dwellings,Hot Water Cylinder,Solar,Residential -:- Joined Dwellings -:- Hot Water Cylinder -:- Solar,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_JDW-WH_HWC-ELC,Residential,Joined Dwellings,Hot Water Cylinder,Electricity,Residential -:- Joined Dwellings -:- Hot Water Cylinder -:- Electricity,Joined dwellings - Heat/Cooling Devices - Hot Water Cylinder,PJ,GW,,,
DMD,R_JDW-WH_Gasheat-NGA,Residential,Joined Dwellings,Gas Water Heater,Natural Gas,Residential -:- Joined Dwellings -:- Gas Water Heater -:- Natural Gas,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_JDW-WH_Gasheat-LPG,Residential,Joined Dwellings,Gas Water Heater,LPG,Residential -:- Joined Dwellings -:- Gas Water Heater -:- LPG,Joined dwellings - Heat/Cooling Devices - Gas Water Heater,PJ,GW,,,
DMD,R_JDW-WH_HP-ELC,Residential,Joined Dwellings,Heat Pump,Electricity,Residential -:- Joined Dwellings -:- Heat Pump -:- Electricity,Joined dwellings - Heat/Cooling Devices - Heat Pump (Water Heating),PJ,GW,,,
DMD,R_JDW-RF_Refriger-ELC,Residential,Joined Dwellings,Refrigerator,Electricity,Residential -:- Joined Dwellings -:- Refrigerator -:- Electricity,Joined dwellings - Heat/Cooling Devices - Refrigeration systems,PJ,GW,,,
DMD,R_JDW-CK_IndCook-ELC,Residential,Joined Dwellings,Induction Cooktop,Electricity,Residential -:- Joined Dwellings -:- Induction Cooktop -:- Electricity,Joined dwellings - Heat/Cooling Devices - Induction Cooktops,PJ,GW,,,
DMD,R_JDW-DW_Dwash-ELC,Residential,Joined Dwellings,Dishwasher,Electricity,Residential -:- Joined Dwellings -:- Dishwasher -:- Electricity,Joined dwellings - Heat/Cooling Devices - Dishwashers,PJ,GW,,,
DMD,R_JDW-CW_Washer-ELC,Residential,Joined Dwellings,Clothes Washer,Electricity,Residential -:- Joined Dwellings -:- Clothes Washer -:- Electricity,Joined dwellings - Heat/Cooling Devices - Clothes Washers,PJ,GW,,,
DMD,R_JDW-CD_Hpdryer-ELC,Residential,Joined Dwellings,Heat Pump Dryer,Electricity,Residential -:- Joined Dwellings -:- Heat Pump Dryer -:- Electricity,Joined dwellings - Heat/Cooling Devices - Heat Pump Dryer,PJ,GW,,,
DMD,R_DDW-SH_RH-ELC,Residential,Detached Dwellings,Resistance Heater,Electricity,Residential -:- Detached Dwellings -:- Resistance Heater -:- Electricity,Detached dwellings - Heat/Cooling Devices - Resistance Heater,PJ,GW,,,
DMD,R_JDW-SH_RH-ELC,Residential,Joined Dwellings,Resistance Heater,Electricity,Residential -:- Joined Dwellings -:- Resistance Heater -:- Electricity,Joined dwellings - Heat/Cooling Devices - Resistance Heater,PJ,GW,,,
DMD,R_DDW-SH_Burner-WOD,Residential,Detached Dwellings,Burner,Wood,Residential -:- Detached Dwellings -:- Burner -:- Wood,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_DDW-SH_Burner-NGA,Residential,Detached Dwellings,Burner,Natural Gas,Residential -:- Detached Dwellings -:- Burner -:- Natural Gas,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_DDW-SH_Burner-LPG,Residential,Detached Dwellings,Burner,LPG,Residential -:- Detached Dwellings -:- Burner -:- LPG,Detached dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_Burner-NGA,Residential,Joined Dwellings,Burner,Natural Gas,Residential -:- Joined Dwellings -:- Burner -:- Natural Gas,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
DMD,R_JDW-SH_Burner-LPG,Residential,Joined Dwellings,Burner,LPG,Residential -:- Joined Dwellings -:- Burner -:- LPG,Joined dwellings - Heat/Cooling Devices - Burner (Direct Heat),PJ,GW,,,
